"source","target","developer_comments"
"tutorial_colony7","Warte nun, bis das Shuttle die benötigten Materialien bringt. Shuttles transportieren sowohl Fracht als auch Personal zwischen Stationen. Die voraussichtliche Anzahl der Shuttles, die an der aktuellen Station ankommen und abfahren, siehst du im Fenster 'Logistik' (rechts).",""
"tutorial_colony8","Nach dem Bau der Solarmodule musst du die Batterien installieren. Die Batterien laden sich tagsüber auf und geben nachts Energie ab. Wie viel Zeit bis zum Sonnenaufgang und Sonnenuntergang in der Kolonie verbleibt, siehst du im Fenster 'Wetter und Ressourcen' (rechts).",""
"tutorial_colony9","Der Energiehaushalt wird im Fenster 'Energie' (rechts) angezeigt. Bauroboter verbrauchen ebenfalls Strom. Bei Strommangel verlangsamen sie den Bau erheblich.
Bevor die Sonne untergeht, musst du deine Batterien weiter aufladen – bestelle Material für zehn weitere Solarmodule und baue sie.",""
"tutorial_colony10","Jetzt kannst du mit dem Bau der Basisgebäude beginnen. Zuerst musst du Stützen im Boden installieren <img id=""pillar""/> (unten auf dem Bildschirm) und kannst dann Räume darauf bauen.",""
"tutorial_colony11","Der erste Raum, der installiert werden muss, ist eine Luftschleuse <img id=""airlock""/> und mit Türen ausgestattet. Ohne sie kann sich das Personal nicht innerhalb der Räume bewegen oder nach draußen gehen.",""
"tutorial_colony12","Der erste Raum, der installiert werden muss, ist die Luftschleuse. id=""airlock""/>.
Normalerweise befindet sich der Eingang zur Luftschleuse hoch über der Oberfläche und Personal kann nicht hineingelangen. In diesem Fall müssen Sie Gehwege und Treppen von der Außentür <img id=""stair""/> aus bauen.",""
"tutorial_staff_title","Personal",""
"tutorial_staff0","Bevor Sie Personal einstellen, <red>bestellen Sie unbedingt Sauerstoff für die Station</>, sonst haben Ihre Mitarbeiter nichts zum Atmen!",""
"tutorial_staff1","Dein Stationspersonal hat Bedürfnisse, die erfüllt werden müssen. Dies wird durch die Indikatoren im Bereich 'Personal' (links auf dem Bildschirm) angezeigt. Du kannst auch herausfinden, was ein bestimmter Charakter benötigt, indem du ihn (links auf dem Bildschirm) auswählst.",""
"tutorial_staff2","Mitarbeiter mit unerfüllten Bedürfnissen haben eine schlechtere Stimmung. Wenn die Stimmung auf 0 % sinkt, funktioniert dieser Charakter nicht mehr. Wie man die Stimmung des Personals verbessert, wird im Kapitel ‚Fertigkeiten und Komfort‘ beschrieben.",""
"tutorial_staff3","Nach der Ankunft auf der Station wollen sich deine Kolonisten erst einmal ausruhen. Bänke und andere Sitzgelegenheiten reichen für den Anfang aus. ",""
"tutorial_staff4","Für die Zuweisung einer großen Anzahl von Mitarbeitern in großen Kolonien ist es am besten, den entsprechenden Dialog zu verwenden.
Um darauf zuzugreifen, klicken Sie im Bereich 'Personal' (links) auf 'Mitarbeiter zuweisen'.
Für eine bequemere Verteilung des Personals in der Kolonie wird empfohlen, alle notwendigen Räumlichkeiten während des Baus der Kolonie in separaten Gebäuden zusammenzufassen.",""
"tutorial_building_title","Bauen",""
"tutorial_building0","Um Räume zu bauen, musst du den Raumtyp auswählen (unten auf dem Bildschirm). Anschließend kannst du im sich öffnenden Fenster den Bausteintyp auswählen. Jeder Raum kann mit Blöcken unterschiedlichen Typs gebaut werden.",""
"tutorial_building1","Der Bau erfolgt durch das Aneinanderreihen von Blöcken. Aneinandergefügte Blöcke gleichen Gebäudetyps bilden einen Raum (mit Ausnahme von Wohnungen). Außerdem können Blöcke nicht nur seitlich, sondern auch oben und unten angebracht werden, wodurch Räume in verschiedenen Formen und Größen entstehen.",""
"tutorial_building2","Damit sich Personal innerhalb und außerhalb der Räume bewegen kann, muss das Tor mit Türen ausgestattet sein. Außerdem müssen in den Innenwänden zwischen verschiedenen Räumen Türen eingebaut werden, damit das Personal hindurchgehen kann.
Klicken Sie dazu unten auf dem Bildschirm auf <img id=""door""/> und wählen Sie einen beliebigen Türtyp aus. Bewegen Sie anschließend den Mauszeiger und klicken Sie auf die Stelle, an der Sie den Block installieren möchten.",""
"tutorial_building3","Da die Räume sehr hoch sein können, können Sie Zwischendecken und Treppen darin installieren. Wählen Sie dazu die entsprechende Schaltfläche in der Kategorie <img id=""stair""/> und klicken Sie anschließend auf die Stelle im Raum, an der Sie sie installieren möchten.",""
"tutorial_objects_title","Ausrüstung",""
"tutorial_objects0","Ausrüstung kann in einer Kolonie sowohl im Innen- als auch im Außenbereich installiert werden.",""
"tutorial_objects1","Geräte, die außerhalb des Gebäudes installiert wurden, finden Sie in den Baufeldern (unten auf dem Bildschirm).",""
"tutorial_objects2","Um Gegenstände in einem Raum zu platzieren, klicke auf den Raum. Dort wählst du dann im Raumfenster (rechts) die gewünschte Ausrüstung unter ""Objekte"" aus.",""
"tutorial_objects3","Die Geräte werden mit dem Mausrad bei gedrückter Strg-Taste gedreht.",""
"tutorial_objects4","Wenn die Ausrüstung grün ist kann sie platziert werden.",""
"tutorial_objects5","Wenn Sie die Installation von Geräten ändern möchten, klicken Sie für externe Geräte auf 'Bau fertigstellen' bzw. für interne Geräte auf 'Anordnung fertigstellen'.",""
"tutorial_production_title","Produktion",""
"tutorial_production0","Eine Kolonie kann eine Vielzahl von Ressourcen zur Selbstversorgung oder zum Verkauf produzieren. Dazu wird die entsprechende Ausrüstung und das entsprechende Personal benötigt.",""
"tutorial_production1","In der Quickinfo bekommst du vor dem setzen die Informationen dazu: was wird produziert und verbraucht, und welches Personal benötigst du dazu (auf der Hardware-Schaltfläche).",""
"tutorial_production2","Um Personal zuzuweisen wähle den Raum aus und klicke im Bereich Räume"" (rechts) auf ""Personal zuweisen"".",""
"tutorial_production3","Um das Personal außerhalb der Station zuzuweisen, bewege den Mauszeiger darüber und klicke auf die Schaltfläche <img id=""staff""/>.",""
"tutorial_production4","Geräte können mehrere Arten von Ressourcen produzieren. Du kannst die Produktion einer bestimmten Ressource in der Hardware-Leiste (rechts) deaktivieren.",""
"tutorial_production5","Um die Statistiken zu Produktion und Verbrauch jeder Ressource (pro Tag) für jeden Maschinentyp in der Kolonie anzuzeigen, klicken Sie im Fenster 'Lager' (rechts) auf die Schaltfläche 'Lagerparameter'.
Dort kannst du auch den Verbrauch oder die Produktion jeder Ressource separat für jeden Maschinentyp begrenzen.",""
"tutorial_production6","Bei einem Mangel an einer Produktionsressource erscheint die Anzeige <img id=""miss""/> im Lagerbereich (rechts).
Geräte, die im Betrieb mit einem Ressourcenmangel konfrontiert sind (sowie bei einer Einschränkung ihres Verbrauchs oder ihrer Produktion), funktionieren nicht mehr (mit Ausnahme von Bergbau- und Landwirtschaftsgeräten).",""
"tutorial_production7","Es wird auch keine Produktion durchgeführt, wenn der Strom für das Gerät (oder in dem Raum, in dem es sich befindet) ausgeschaltet ist",""
"tutorial_production8","Die aktuelle Produktivität der Maschine hängt von der Anzahl der an ihr arbeitenden Personen und deren Fähigkeiten ab.",""
"tutorial_production9","Du kannst auch Güter zwischen deinen Stationen auf der Oberfläche und im Orbit des Planeten weiterleiten, indem du im Bereich Lager"" (rechts) <img id=""post""/>"" klickst.",""
"tutorial_research_title","Forschung",""
"tutorial_research0","Durch die Erforschung neuer Technologien schalten Sie neue Ausrüstung und Ressourcen frei, verbessern die Fähigkeiten Ihrer Mitarbeiter usw.",""
"tutorial_research1","Um die gewünschte Forschung auszuwählen, klicken Sie im Bereich 'Forschung' (rechts) auf die Schaltfläche 'Forschung auswählen'.
Anschließend zeigt das Forschungsfeld den Fortschritt aller ausgewählten Forschungen an.",""
"tutorial_research2","Sie können jederzeit ändern, welche Forschung gerade läuft und welche nicht. Der Fortschritt der gestoppten Forschung wird gespeichert und Sie können sie später fortsetzen.",""
"tutorial_research3","Für die Forschung benötigen Sie berufstätige Wissenschaftler und Jobs entsprechend der Forschungsrichtung. Bauen Sie Labore, installieren Sie dort Arbeitsplätze für verschiedene Forschungsbereiche und weisen Sie ihnen Forscher zu.",""
"tutorial_research4","Für die Forschung benötigen Sie außerdem wissenschaftliche Ausrüstung (diese ist in Laboren installiert). Die Notwendigkeit, zusätzliche wissenschaftliche Ausrüstung zu installieren, wird durch den roten Indikator <img id=""research""/> im Bereich 'Forschung' (rechts) angezeigt.",""
"tutorial_research5","Zur Verarbeitung wissenschaftlicher Daten benötigen Sie Rechenserver (diese sind in Serverräumen installiert). Die Notwendigkeit, zusätzliche Server zu installieren, wird durch den roten Indikator <img id=""computing""/> im Bereich 'Forschung' (rechts) angezeigt.",""
"tutorial_research6","Je größer die Gruppe der Forscher, desto höher ihre Fähigkeiten, desto effizienter sind sie und desto mehr wissenschaftliche und Forschungsausrüstung benötigen sie.",""
"tutorial_tourism_title","Tourismus",""
"tutorial_tourism0","Nach der Erforschung von '{tourism_research}' steht Ihnen der Weltraumtourismus zur Verfügung",""
"tutorial_tourism1","Touristen kommen aus Ländern mit Raumhäfen auf diesem Planeten.
Um Touristen zu empfangen, lege die erwartete Anzahl an Touristen im Bereich 'Personal' (links) fest.
Wenn du sie nicht akzeptieren möchtest, setze den Wert auf 0.",""
"tutorial_tourism2","Touristen benötigen in deiner Station eine freie Unterkunft (sie beziehen diese selbstständig). Sorge dafür, das genug freie, gut ausgestattete Räume zur Verfügung stehen. ",""
"tutorial_tourism3","Sorge für ausreichend Nahrung und freie Sitzplätze in den Cafes deiner Station. Eine viellfältige Küche ist hilfeich, die speziellen Wünsche deiner Gäste zu erfüllen. Koche also Gerichte verschiedener Länder und Fraktionen.",""
"tutorial_tourism4","Beim Verlassen der Station bewerten Touristen deine Station entsprechend ihrer Zufriedenheit. Die Bewertung siehst du im Bereich 'Personal' (links). Je höher die Bewertung, desto mehr Touristen besuchen die Station.",""
"tutorial_tourism5","Um mehr Touristen anzulocken, kannst du in deiner Kolonie eine Werbekampagne starten, indem du auf den entsprechenden Button im Bereich 'Personal' (links) klickst.",""
"tutorial_tourism6","Du kannst die Beziehungen zu einem Land vorübergehend verbessern, indem du eine Werbefirma (auch im Länderpanel) beauftragst.",""
"tutorial_stations_title","Orbitalstationen",""
"tutorial_stations0","Orbitalstationen werden benötigt, um Kolonien auf verschiedenen Planeten miteinander zu verbinden (Personal- und Frachtübertragung). Darüber hinaus können die Orbitalstationen in Raumschiffe umgewandelt und zu noch nicht kolonisierten Planeten geschickt werden.",""
"tutorial_stations1","Orbitalstationen können wie Bodenkolonien Personal beherbergen, produzieren und Forschung betreiben, aber keine Touristen aufnehmen.",""
"tutorial_stations2","Um eine Orbitalstation zu erstellen, wählen Sie einen Planeten mit mindestens einem Raumhafen aus. Klicken Sie im Planetenfenster auf 'Station in die Umlaufbahn bringen'",""
"tutorial_stations3","Der Übergang zur Station erfolgt analog zum Übergang zur Bodenkolonie – durch Klicken auf 'Zur Station gehen' (rechts auf dem Bildschirm).",""
"tutorial_stations4","Die Besonderheit beim Bau einer Station besteht darin, dass sie aus stationären Abschnitten <img id=""section""/> besteht, in denen keine Schwerkraft herrscht, rotierenden Abschnitten <img id=""whell""/> – in denen die Schwerkraft durch Rotation um die Stationsachse erzeugt wird – und Achsensegmenten <img id=""axis""/>, die sie miteinander verbinden. Um diese Teile zu bauen, müssen sie im Baufenster der Orbitalstation <img id=""station_build""/> (unten auf dem Bildschirm) ausgewählt werden.",""
"tutorial_stations5","Es wird nicht empfohlen, in den stationären Teilen der Station Räume zu bauen, in denen das Personal leben und arbeiten kann – der Mangel an Schwerkraft führt zur Weltraumkrankheit. Sie eignen sich jedoch hervorragend für die Installation von Tanks, Batterien, Sonnenkollektoren und Motoren und Andockstationen für Shuttles",""
"tutorial_stations6","Rotierende Abschnitte erzeugen eine Schwerkraft, die für das Personal angenehm ist und nicht zur Raumkrankheit führt, sodass sie besser für Wohn- und Arbeitsräume geeignet sind.",""
"tutorial_stations7","Standardmäßig ist die Rotation der Stationsabschnitte deaktiviert, da sie die Spielleistung beeinträchtigt (aber nicht das Gameplay). Du kannst die Rotationsgeschwindigkeit der Stationsabschnitte in den Spieleinstellungen anpassen.",""
"tutorial_fly_title","Interplanetare Flüge",""
"tutorial_fly0","Um ein interplanetarisches Schiff zu bauen, kannst du eine bestehende Orbitalstation in dieses Schiff umrüsten oder ein neues bauen.",""
"tutorial_fly1","Im Gegensatz zu Orbitalstationen hat ein Schiff Antrieb <img id=""engine""/> und Schubdüsen <img id=""thruster""/>. Verschiedene Arten von Schubdüsen können nicht gleichzeitig auf einem Schiff installiert werden",""
"tutorial_fly2","Nach der Installation der Triebwerke haben Sie Zugriff auf das Fenster 'Raumschiff' (rechts). Es zeigt die Eigenschaften des Schiffes an und steuert den Flug.",""
"tutorial_fly3","Das Gewicht des Treibstoffs hängt von der Art der installierten Motoren ab. Unterschiedliche Motoren erfordern unterschiedlichen Treibstoff.",""
"tutorial_fly4","ΔV' ist die charakteristische Geschwindigkeit deines Schiffes. Davon hängt ab wie stark du die Richtung ändern kannst und wie sehr du die Geschwindigkeit des Schiffes im Raum ändern kannst. Dies ist der wichtigste Parameter, der bei interplanetaren Flügen berücksichtigt werden muss. Ein großer ΔV-Wert ermöglicht es dir, entfernte Planeten schneller zu erreichen. Es hängt von der Art der Motoren und dem Massenverhältnis ab. Je leistungsfähiger die Motoren sind, je größer der Kraftstoffvorrat und je kleiner das Gewicht des Schiffes und der Ladung ist, desto höher ist die charakteristische Geschwindigkeit",""
"tutorial_fly5","Schub' ist die Kraft, mit der die Motoren das Schiff antreiben. Die Dauer der aktiven Abschnitte hängt von der Traktion ab. Der Schub hängt von der Art der installierten Motoren, ihrer Anzahl und der Gesamtmasse des Schiffes ab",""
"tutorial_fly6","Nach Abschluss des Schiffbaus und dem Beladen des Treibstoffs können Sie im Dropdown-Menü 'Flug' des 'Raumschiff'-Panels ein Ziel auswählen.
Wenn Sie zu einem Asteroiden fliegen möchten, wählen Sie den Asteroidengürtel aus der Liste und klicken Sie dann auf den gewünschten Asteroiden auf dem Bildschirm.
Hinweis: Die Flugplanung ist nur in der Solarsystem-Ansicht möglich.",""
"tutorial_fly7","Du kannst deinen Flug mit zwei Schiebereglern planen: ""Abreisedatum"" und ""Kraftstoffverbrauch"". Der Computer berechnet die optimale Flugbahn.",""
"tutorial_fly8","Wenn du das Abflugdatum änderst, kannst du ein geeignetes Abflugfenster wählen - zum Beispiel sind die Planeten näher beieinander und der Flug wird weniger Zeit in Anspruch nehmen.",""
"tutorial_fly9","Höherer Kraftstoffverbrauch verkürzt die Flugzeit und umgekehrt.",""
"tutorial_fly10","Wenn genug Treibstoff vorhanden ist, um zu fliegen, klicke auf ""Akzeptieren"". Danach wird das Schiff automatisch nach dem gewählten Programm fliegen. Du kannst den Flug vor dem Abflug jederzeit abbrechen durch Klick auf ""Abbrechen"".",""
"tutorial_fly11","Bitte beachten Sie, dass der Maßstab von Schiffen und Planeten im Sonnensystem stark von der Realität abweichen kann (aufgrund der enormen Entfernungen im Weltraum werden Schiffe und Planeten im Spiel standardmäßig stark vergrößert, andernfalls sind sie nicht sichtbar). Daher kann es während des Fluges so aussehen, als würde das Schiff mit Planeten kollidieren. Du kannst den Maßstab in den Spieleinstellungen ändern",""
"tutorial_fly12","Während des Fluges wird es unmöglich sein, Fracht und Personal zum (und vom) Schiff zu bringen. Versorge das Schiff im Voraus mit allem, was du brauchst. Nach dem Flug zum neuen Planeten kannst du nicht nur eine Kolonie gründen, sondern auch durch das Schiff (im Orbit) Fracht und Personal darauf schicken",""
"tutorial_fly13","Du kannst auch zu Asteroiden fliegen, indem du sie anklickst, wenn du bei der Planung eines Fluges ein Ziel auswählst. Wenn keine Asteroiden sichtbar sind, passe die Sichtbarkeit im Bereich Ansicht/Zoom (links) an, indem du die Abstufung der Planeten verringerst.",""
"menu_earlyAccess","Early access",""
"early_access_text","Danke, dass du Solargene im Early Access unterstützt!

Das Spiel wird aktiv entwickelt und du kannst an der Verbesserung teilnehmen, indem du mir Folgendes schickst:
1. Informationen über kritische Fehler und Fehler in der Spiellogik
2. Informationen zu Lokalisierungsfehlern
3. Vorschläge für Balance und Spielmechanik
4. Alles, was du für notwendig hältst, mir sonst zum Spiel zu sagen.

discord: acprog#2519
email: acmain@gmail.com

Vielen Dank!",""
"early_access_caption","Herzlich Willkommen!",""
"audio_settings","Audio-Einstellungen",""
"audio_settings_total_volume","Master-Lautstärke",""
"audio_settings_music_volume","Musiklautstärke",""
"audio_settings_sfx_volume","Effektlautstärke",""
"audio_settings_ui_volume","Interface-Lautstärke",""
"video_brightness","Helligkeit",""
"event_dead","Astronauten sind gestorben",""
"state_dead","Kosmonauten starben in der Kolonie. Klicken Sie für Details",""
"ice","Eis",""
"cargo_description_ice","Besteht hauptsächlich aus gefrorenem Wasser mit verschiedenen Verunreinigungen",""
"furniture_workshop13","Eisschmelzer",""
"furniture_workshop14","Herstellung von Verbundwerkstoffen",""
"furniture_workshop15","Kleiner Lichtbogenofen",""
"furniture_workshop16","Mittlerer Lichtbogenofen",""
"furniture_workshop17","Großer Lichtbogenofen",""
"furniture_workshop18","Kleiner Keramikofen",""
"furniture_workshop19","Mittelgroßer Keramikofen",""
"furniture_workshop20","die Nukleare Anreicherung",""
"furniture_workshop21","Generator Fusionsbrennstoff",""
"furniture_workshop22","Kleiner Gas-RECYCLER",""
"furniture_workshop23","Mittlerer Gas-RECYCLER",""
"furniture_workshop24","Großer Gas-RECYCLER",""
"furniture_workshop25","Herstellung von Polymeren",""
"furniture_workshop26","Wasserelektrolyse",""
"furniture_workshop27","Wasserstoffverbrennung",""
"furniture_workshop28","Kohlenwasserstoffverbrennung",""
"furniture_workshop29","Produktion von Wasserstoff als Kraftstoff",""
"furniture_workshop30","Produktion von Methan als Kraftstoff",""
"contract_all_complited","Alle Bedingungen erfüllt",""
"camera_settings","Kamera",""
"camera_settings_border_rotation","Drehung am Bildschirmrand",""
"camera_settings_border_rotation_tooltip","Der Mauszeiger am Bildschirmrand dreht die Kamera in die entsprechende Richtung",""
"camera_settings_free_camera","Freie Kamera",""
"camera_settings_orbital_camera","Orbital Kamera",""
"camera_settings_speed","Bewegungsgeschwindigkeit der Kamera in der horizontalen Ebene",""
"settings_title","Spieleinstellungen",""
"settings_difficulty","Schwierigkeit",""
"settings_easy","Anfänger",""
"settings_normal","Standard",""
"settings_easy_tooltip","Einfluss positiver Faktoren auf Personal und Kolonie erhöht
Die Auswirkungen negativer Faktoren auf das Personal und die Kolonie wurden reduziert
Die Planeten sind reicher an Mineralien und sie sind gleichmäßiger verteilt
Naturkatastrophen kommen seltener vor und sind weniger gefährlich
Shuttles transportieren mehr Fracht schneller
Die Kosten für die Frachtlieferung wurden gesenkt
Verträge sind rentabler
Beim Zerlegen von Gegenständen werden 100 % der Ressourcen ins Lager zurückgeführt",""
"settings_normal_tooltip","Die üblichen Einstellungen der Komplexität",""
"camera_settings_distance","Clipping-Bereich",""
"camera_settings_distance_tooltip","Der maximale Abstand von der Kamera, in dem Räume transparent werden",""
"video_night_brightness","Die Helligkeit der Nacht",""
"tutorial_building4","Um bereits gebaute Blöcke zu demontieren, wählen Sie die Kategorie <img id=""trash""/> (unten auf dem Bildschirm) und klicken Sie auf die Schaltfläche 'Blöcke demontieren'. Bewegen Sie anschließend die Markierung auf den zu demontierenden Block und klicken Sie mit der linken Maustaste.",""
"sell_description","Geld wird gutgeschrieben, nachdem die Shuttles den zum Verkauf stehenden Artikel abgeholt haben.",""
"character_states_console&biotechnic","arbeiten in der Biotechnik",""
"character_states_move_to_console&biotechnic","geht zur Biotechnik",""
"build_tooltip_CantRemoveDockWithShuttle","Warte, bis das Shuttle abhebt",""
"build_tooltip_CantRemoveEngineInActiveRoute","Es ist unmöglich, die Motoren während des Fluges zu demontieren",""
"russia_man_firstNames","Alexander/Alexey/Andrey/Anton/Arseny/Artem/Vasiliy/Victor/Vitaly/Vladimir/Vladislav/Vyacheslav/George/Gleb/David/Daniel/Denis/Dmitry/Evgeniy/Egor/Ivan/Igor/Ilya/Kirill/Konstantin/Lev/Maxim/Mark/Matvey/Michael/Nikita/Nikolay/Oleg/Pavel/Roman/Ruslan/Sergei/Stanislav/Stepan/Timofey/Timur/Fedor/Yuri/Yaroslav",""
"russia_man_lastNames","Ivanov/Smirnov/Kuznetsov/Popov/Vasiliev/Petrov/Sokolov/Mikhailov/Novikov/Fedorov/Morozov/Volkov/Alekseev/Lebedev/Semenov/Egorov/Pavlov/Kozlov/Stepanov/Nikolaev/Eagles/Andreev/Makarov/Nikitin/Zakharov/Zaitsev/Solovyov/Borisov/Yakovlev/Grigoriev/Romanov/Sparrows/Sergeev/Kuzmin/Frolov/Alexandrov/Dmitriev/Korolev/Gusev/Kiselyov/Ilyin/Maximov/Poles/Sorokin/Vinogradov/Kovalev/Belov/Medvedev/Antonov/Tarasov",""
"russia_woman_firstNames","Alexandra/Alyona/Alina/Alice/Anastasia/Angelina/Anna/Arina/Valeria/Varvara/Vasilisa/Vera/Veronica/Victoria/Daria/Diana/Eva/Evgenia/Ekaterina/Elena/Elizabeth/Zlata/Irina/Karina/Kira/Kristina/Xenia/Lilia/Lyubov/Lyudmila/Margaret/Marina/Maria/Milan/Hope/Natalya/Olga/Polina/Svetlana/Sophia/Taisiya/Ulyana/Yulia/Yana",""
"russia_woman_lastNames","Ivanova/Smirnova/Kuznetsova/Popova/Vasilyeva/Petrova/Sokolova/Mikhailova/Novikova/Fedorova/Morozova/Volkova/Alekseeva/Lebedeva/Semenova/Egorova/Pavlova/Kozlov/Stepanova/Nikolaev/Orlova/Andreeva/Makarov/Nikitina/Zakharova/Zaitseva/Solovyov/Borisova/Yakovleva/Grigorieva/Romanova/Vorobyova/Sergeeva/Kuzmina/Frolova/Alexandrova/Dmitrieva/Koroleva/Guseva/Kiselyova/Ilyina/Maximova/Polyakova/Sorokina/Vinogradova/Kovaleva/Belova/Medvedev/Antonova/Tarasova",""
"america_man_firstNames","Frank/James/William/Thomas/John/Eugene/Neil/Michael/Edwin/Charles/Richard/Alan/John/Fred/Alan/Stuart/Edgar/Alfred/David/James/Charles/Thomas/Ronald/Harrison",""
"america_man_lastNames","Borman/Lovell/Anders/Stafford/Young/Cernan/Armstrong/Collins/Aldrin/Conrad/Gordon/Bean/Swigert/Hayes/Shepard/Rusa/Mitchell/Scott/Warden/Irwin/Duke/Mattingly/Evans/Schmitt",""
"america_woman_firstNames","Sally/Judith/Catherine/Anna/Margaret/Shannon/Bonnie/Mary/Ellen/Catherine/Marsha/Linda/Helen/Millie/Tamara/Robert/Nancy/Susan/Ellen/Janice/Nancy/Eileen/Wendy/Marie/Catherine/Claudie/Susan/Kalpana/Janet/Julie/Pamela/Peggy/Sandra/Laurel/Lisa/Heidemarie/Anusha/Sunita/Tracy/Barbara/Karen/Catherine/Nicole/Dorothy/Shannon/Samantha/Kathleen/Serina/Ann/Kristina/Jessica/May/Stephanie/Joan/Yvonne/Jeanette/Jessica",""
"america_woman_lastNames","Ride/Resnik/Sullivan/Fisher/Seddon/Lucid/Dunbar/Cleve/Baker/Thornton/Ivins/Godwin/Charmaine/Fulford/Jernigan/Bondar/Davis/Helms/Ochoa/Voss/Carrie/Collins/Lawrence/Weber/Coleman/Enyere/Kilrain/Chawla/Khair/Kavandi/Payette/Melroy/Whitson/Magnus/Clark/Novak/Piper/Ansari/Williams/Dyson/Morgan/Nyberg/MacArthur/Scott/Lindenburger/Walker/Cristoforetti/Rubins/Chancellor/McClain/Koch/Meir/Jamison/Wilson/Higginbotham/Cagle/Epps/Watkins",""
"china_man_firstNames","Mingli/Wenyang/Lei/Minj/Janji/Xianliang/Zeng/Xiaobo/Zengjong/Zengsheng/Xiaozi/Chan/Tao/Xing/Changming/Changpu/Shen/Xuyekin/Ksueyu/Bohai/Iongzeng/Iongliang/Iongnian/Yongrui/Ping/Chao/Kuan/Chaoxiang/Yang/Enlay/Gengis/Ruthenium/Hui/Fa/Kianfan/Tingj/Hee/Cheng/Chenglei/Jaming/Kikiang/Duiyi/Huojin/Yunksu/Eiguo/Zedong/Zemin/Liang/Zengguang/Liwei",""
"china_man_lastNames","Bokin/Guozhi/Deming/Zhong/Zian/Yingji/Kiang/Liang/Minj/Rong/Fa/Huang/Cheng/Eiguo/Yun",""
"china_woman_firstNames","Xiaozhi/Xiaoking/Ju/Huang/Xiaoli/Ruiling/Xiaolian/Xiaoling/Xiaotong/Xiaofan/Xiaohui/Xiaauen/Xierong/Ruolan/Xiaodan/Ruomei/Xiaojian/Kingj/Xiaosheng/Kingjao/Kingling/Xingjuan/Xiuying/Xiulan/Lanying/Lanfeng/Xing/Xifeng/Ning/Ningong/Xia/Xiu/Hang/Xu/Xu'eman/Shi/Deyu/Niu/Ki/Kuifeng/Ting/Shaoking/Kiang/Mingju/Mingxia/Mingyu/Kiyu/Dandan/Ying/Jen",""
"china_woman_lastNames","Ai/Wenkian/Ji/Jiao/Gia/Gilan/Ki/Kiaohui/Kiyu/Xiaoli/Xingjuan/Lijuan/Lihua/Meihui/Ningong/Ruolan/Ting/Fenfang/Huizhong/Chengguan/Shuang/Yui/Yuming/Yun/Ya",""
"europe_man_firstNames","Adam/Adomas/Adrians/Afonso/Aksel/Alejandro/Aleksander/Alessandro/Alexander/Alexandru/Alfred/Andrea/Andreas/Andrei/Andrej/Anton/Antoni/Archie/Arthur/August/Ben/Benas/Bence/Benjamin/Charalampos/Charlie/Christos/Cillian/Conor/Constantin/Daniel/Daniels/David/Dimitar/Dimitri/Dimitris/Dominik/Dominykas/Duarte/Edoardo/Eino/Elias/Emil/Emīls/Enzo/Felix/Filip/Finn/Florin/Fran/Franc/Francesco/Francisco/Franciszek/Frans/Gabriel/Gabriele/George/Georgios/Gustavs/Harry/Henri/Henry/Herkus/Hristo/Hugo/Ilmari/Ioannis/Ionut/Isak/Ivan/Jack/Jake/Jakob/Jakov/Jakub/James/Jan/Janez/Jēkabs/João/Johannes/John/Jokūbas/Jonas/Jordan/Jože/Jožef/Juhani/Jules/Kajus/Karl/Kārlis/Kostas/Kristofer/Leo/Leon/Leonardo/Levente/Levi/Liam/Lio/Lorenzo/Louis/Lourenço/Luca/Lucas/Luka/Lukas/Lukáš/Lukáš/Maël/Malthe/Manuel/Marcell/Marios/Mark/Markas/Marko/Marks/Markuss/Martim/Martin/Matas/Máté/Matei/Matej/Mateo/Matteo/Mattia/Matyáš/Maximilian/Mees/Michal/Michalis/Miguel/Mihael/Mihai/Mikael/Mikołaj/Milan/Miron/Muhammad/Nicolas/Nikodem/Nikolai/Nino/Noah/Noel/Olavi/Oliver/Olivér/Olivers/Onni/Oscar/Pablo/Panagiotis/Paul/Petar/Peter/Raphaël/Rasmus/Rían/Riccardo/Roberts/Robin/Roko/Samuel/Santiago/Sebastian/Sem/Stanisław/Stefan/Stephen/Szymon/Tadhg/Teo/Theo/Theodor/Thomas/Tobias/Toivo/Tomás/Tomáš/Tommaso/Valdemar/Vasil/Victor/Vojtěch/William/Zack/Zalán",""
"europe_man_lastNames","Anderson/Ansari/Baker/Bondar/Borg/Cagle/Carrie/Chancellor/Charmaine/Chawla/Clark/Cleve/Coleman/Collins/Cristoforetti/Davis/De Jong/Dunbar/Dyson/Enyere/Epps/Fisher/Fulford/Garcia/Georgiou/Godwin/Gruber/Hansen/Helms/Higginbotham/Horvat/Ivanov/Ivins/Jamison/Jensen/Jernigan/Kavandi/Kazlauskas/Khair/Kilrain/Koch/Korhonen/Lawrence/Lindenburger/Lucid/MacArthur/Magnus/Martin/McClain/Meir/Melroy/Morgan/Murphy/Nagy/Novak/Nowak/Nyberg/Ochoa/Papadopoulos/Payette/Peeters/Piper/Popa/Resnik/Ride/Rossi/Rubins/Schmit/Scott/Seddon/Silva/Smith/Sullivan/Tamm/Thornton/Varga/Voss/Walker/Watkins/Weber/Whitson/Williams/Wilson",""
