"source","target","developer_comments"
"start_advertising_text","广告公司为{duration}\n将改善与{fraction}到{effect}的关系\n将花费{cost}\n进行广告活动?",""
"contract_caption","合同",""
"contract_prize","你将得到：",""
"contract_needs","你需要承担：",""
"contract_expired","合同期限：",""
"contract_complited","已完成",""
"contract_sign","接受合同",""
"contract_title_receiveColonists","接收殖民者",""
"contract_title_receiveTourists","接收游客",""
"contract_title_postCargo","交付货物",""
"contract_title_needResearch","进行研究",""
"contract_title_establishColony","建立基地",""
"contract_prize_research","{research} ⚛",""
"contract_prize_money","{money}",""
"contract_needs_receiveColonists","雇用{receive_colonists}殖民者",""
"contract_needs_receiveTourists","累计接收{receive_tourists}游客",""
"contract_needs_postCargo","向{nation}在{planet}上出售:",""
"contract_needs_needResearch","探索{need_research}",""
"contract_needs_establishColony","在{planet}上建立殖民地
将{need_colonists}殖民者从{fraction}转移到它
为他们提供工作、住房和支持设施",""
"contract_complited_receiveColonists","雇用{received_colonists}个殖民者",""
"contract_complited_receiveTourists","累计接收{received_tourists}个游客。",""
"contract_complited_postCargo","提供：\n{received_cargo}",""
"contract_complited_noPostCargo","货物尚未交付。",""
"contract_complited_needResearch","研究尚未完成。",""
"contract_complited_establishColony","殖民地尚未移交。",""
"contract_done","合同完成！",""
"contract_fail","合同未完成!",""
"colony_give","合同完成",""
"give_colony_failCaption","你无法移交这个殖民地。",""
"give_colony_failManyFractions","来自不同国家（派系）的殖民者在殖民地工作。",""
"give_colony_failNoContract","{fraction}没有与您签订殖民地创建合同。",""
"give_colony_failShuttles","需要等待所有太空梭离开地面。",""
"give_colony_failHumansCount","还需要{need_humans}数量的殖民者方能完成合同。",""
"give_colony_failApartments","有殖民者无家可归。",""
"give_colony_failSpecialty","并非所有员工都被分配工作",""
"give_colony_failWants","需满足所有殖民者需求。",""
"give_colony_failOccupancy","若殖民地仓库货储罐过满，则无法转交。",""
"give_colony_failEnergy","若殖民地电力不足，则无法转交。",""
"give_colony_caption","转交基地",""
"give_colony_text","转交的殖民地将成为<b>{fraction}</>在这个行星上的太空港。您将能够与它进行交易，并在其中雇用员工。\n确定按照合同转交基地{colony}？",""
"fraction_unavailable_text","<b>{fraction}</>断绝与你的一切关系。 您无法和该阵营交易或签署合同，也无法雇佣该阵营的员工。",""
"fraction_unavailable_caption","与国家的联系被切断。",""
"sign_contract_text","如果您履行合同义务，您将获得合同承诺的内容，并且与{nation}的关系将改善{up_loyalty}。
您可以随时终止合同，但这将使与{nation}的关系恶化{down_loyalty}",""
"sign_contract_caption","签定合同?",""
"game_over_text","没有国家或派系支持你了。",""
"game_over_caption","游戏结束",""
"deficite_begin_text","由于突如其来的危机，<b>{name}</>出现了短缺。你将无法购买它，直到危机结束。",""
"deficite_begin_caption","危机爆发了!",""
"deficite_end_text","在各方面的努力下，危机已经解除！\n现在<b>{name}</>已恢复供应!",""
"deficite_end_caption","危机解除!",""
"build_without_humans_text","你不能在没有工人的情况下建造一个站点。可雇用人员，或从其他站点派遣。",""
"build_fail_caption","构造错误",""
"build_loyalty_text","站点的工作人员拒绝工作。 雇用新员工，或从另一个站点派遣员工。",""
"remove_savegame_text","保存{name}将被删除。 你确定吗?",""
"remove_savegame_caption","删除保存",""
"room_allow_fence","允许围栏",""
"room_allow_fence_tooltip","在某些情况下，允许将围栏来代替内墙。",""
"state_miss_resources","殖民地缺少以下资源:",""
"space_ship","宇宙飞船",""
"ship_info","船舶质量={ship_mass}kg（{ship_mass_percent}）
货物质量={cargo_mass}kg({cargo_mass_percent}%)
燃料质量={fuel_mass}kg({fuel_mass_percent}%)
ΔV={dv}千米/秒
推力={thrust}kN",""
"route_fail_no_fuel","为了使引擎工作，您需要加载燃料：<b>{fuel}</>",""
"ship_info_tooltip","ΔV取决于燃料量，质量比和引擎的类型\n推力取决于牵引引擎的类型和数量。",""
"contract_title_ship","建造一艘飞船",""
"contract_needs_ship","为来自 {fraction} 的 {need_crew} 人建造一艘船
最小推力={need_thrust}
最小储存量ΔV={need_dv}
为他们提供工作、住房和分配备用场所",""
"contract_complited_ship","",""
"give_ship_failCaption","无法转交飞船。",""
"give_ship_caption","确定转交飞船?",""
"give_ship_failManyFractions","该飞船有不同国家（派系）的船员。",""
"give_ship_failNoContract","{fraction}没有和你签订飞船建造合同。",""
"give_ship_failShuttles","需要等待所有太空梭离开。",""
"give_ship_failHumansCount","我们需要更多的{need_humans}船员来履行合同。",""
"give_ship_failApartments","有船员未分配到住处。",""
"give_ship_failSpecialty","有船员未分配到工作。",""
"give_ship_failWants","需满足所有船员需求。",""
"give_ship_failOccupancy","若舰船仓库货物过满，则无法转交。",""
"give_ship_failEnergy","若舰船电力不足，则无法转交。",""
"give_ship_failThrust","推进器的推力小于合同规定。 推力取决于引擎的类型及其数量。",""
"give_ship_failDv","ΔV小于合同规定。 加载更多的燃料、减少负荷或投入更强大的引擎。",""
"give_ship_text","确认根据合同转交{colony}{fraction}?",""
"state_construction","建筑机器人正在充电，在充满电前您无法建造建筑。如果基地电池电量不足的话，机器人充电时间会较长。建议您制造更多的电池和发电机及加快充电速度。",""
"build_tooltip_constructionChargeBuildError","等待建筑机器人充电。",""
"state_shuttles","太空梭正在等待降落或与空间站对接。建造更多的着陆平台或对接站，并确保仓库和储罐中有足够的空间存放货物。如果殖民地有风暴，太空梭也无法降落，直到风暴结束",""
"outdoor_Bur1","一种实验性钻机，开采少量固体矿物。",""
"outdoor_Bur2","一种连续作业的钻机，开采中等数量的固体矿物。",""
"outdoor_Gaz1","一种实验性钻探设备，从行星内部提取少量液态和气态化石燃料。",""
"outdoor_Gaz2","一种连续作业的钻探设备，从行星内部提取中等数量的液态和气态化石燃料。",""
"outdoor_Gaz3","一种工业级钻探设备，从行星内部提取最大量的液态和气态矿物。",""
"outdoor_Wat1","一种实验性泵，从行星表面抽取少量液体。",""
"outdoor_Wat2","一种工业级泵，从行星表面抽取最大量的液体。",""
"planet_spaceports","太空港",""
"mod_moon_colonization","月球的殖民化（简单）",""
"mod_mars_colonization","火星的殖民化（中等）",""
"mod_jupiter_colonization","木星基地（难）",""
"mod_saturn_colonization","土星系统基地（非常难）",""
"create_colony_text","指定殖民地在行星（或卫星）表面的位置。\n矿物资源的发现取决于殖民地的位置。",""
"create_colony_caption","建立基地",""
"cargo_filter_minerals","只显示矿物",""
"cargo_filter_food","只显示食物",""
"cargo_filter_products","只显示产品",""
"cargo_filter_production","只显示本站生产的资源",""
"cargo_trash_text","以下物品将被丢弃：\n{cargo}\n丢弃的食物将成为生物废物。",""
"cargo_trash_caption","丢弃资源?",""
"production_limit","生产限制：",""
"production_green","生产",""
"production_red","需求",""
"production_blue","补给",""
"production_year","年",""
"production_month","月",""
"production_day","日",""
"cargo_tooltip_production","生产于：",""
"cargo_description_water","液体形式的水是我们所知道的所有生命形式所必需的。 在空间站上，它用于烹饪、燃料、氧气、种植植物，以及用于工业生产。",""
"cargo_description_hydrocarbon","由碳和氢原子组成的有机化合物。 碳氢化合物是有机化学的基本基础-任何其他有机化合物的分子都被视为其衍生物。",""
"cargo_description_helium3","氦的稳定同位素。 氦-3的原子核由两个质子和一个中子组成。",""
"cargo_description_hydrogen","氢的单原子形式是宇宙中最常见的化学物质，约占总重子质量的75％。 恒星，除了紧凑的恒星，主要由氢等离子体组成。 元素周期表中最轻的元素。 它被用作重组引擎的燃料。",""
"cargo_description_oxygen","氧气是许多有机物质的一部分，存在于所有活细胞中。 按活细胞中的原子数计，约为25％，按质量分数计，约为65％。",""
"cargo_description_co2","二氧化碳是光合作用和植物生长的必要成分。",""
"cargo_description_regolith","风化层。 不含金属和其他生产中有价值元素的固体岩石。",""
"cargo_description_rareearth","在地壳中罕见。稀土元素具有一系列相似的化学和物理性质，这是由于其原子外层电子结构几乎相同所致。它们均为银白色金属。",""
"cargo_description_iron","在自然界中，铁很少以其纯净的形式发现，最常见于铁镍陨石的成分中。 铁构成了地球核心的大部分。",""
"cargo_description_non_ferrous","根据物理性质和用途，有色金属可以有条件地分为重（铜、铅、锌、锡、镍）和轻（铝、钛、镁）",""
"cargo_description_noble","另一个名字是贵金属-由于它们的稀有性。 主要的贵金属是金、银，以及铂和铂族的其余5种金属-钌、铑、钯、锇、铱。",""
"cargo_description_transuranium","放射性化学元素，位于门捷列夫元素元素周期表中的铀后面。",""
"cargo_description_refractory","铌、钼、钽、钨和铼。 它们的熔点都在2000℃以上，在化学上是相对惰性的，并具有密度指数增加的特性。",""
"cargo_description_antimatter","由反粒子组成的物质。 当物质和反物质相互作用时，它们发生湮灭，并形成高能光子或成对的反粒子。 它被用作光子引擎和反物质反应堆的燃料。",""
"cargo_description_meat","肉类的营养价值是由于其含有必需氨基酸和脂质的组成完整蛋白质，其中包括必需的多不饱和脂肪酸。 微量元素和维生素随着肉类进入人体。 肉类的提取物改善食物的味道、刺激食欲、增强消化腺的分泌。",""
"cargo_description_fish","就蛋白质含量而言，鱼并不逊色于肉，它的一些物种甚至超过了肉。 鱼中含有的脂肪以不饱和酸为基础，更容易被身体吸收。 此外，鱼含有多种维生素、微量元素。",""
"cargo_description_fruits","多汁的可食用植物果实。 水果是人类和许多动物食品的重要组成部分。",""
"cargo_description_berries","小、多汁或多肉的果实，通常来自灌木或草本。自农业开始之前，浆果就一直是人类宝贵的食物来源，并且仍然是其他灵长类动物的主要食物来源之一。几千年来，它们是早期狩猎采集者最重要的季节性食物。",""
"cargo_description_vegetables","一些植物的可食用部分（例如，水果或块茎），以及任何不是谷物、水果或浆果的固体植物食物。",""
"cargo_description_spices","食品的调味添加剂、以及调味料、香料-化学品、植物来源的生物制品的个别部分及其混合物，旨在改善准备食品和即食食品的味道和芳香品质。",""
"cargo_description_rice","大米富含碳水化合物，蛋白质物质相对贫乏。 它被认为是东南亚和中国国家的主要（国家）食品。",""
"cargo_description_potato","将马铃薯引入文化（首先通过开发野生灌木丛）大约在9-7千年前在现代玻利维亚境内开始。 今天，它是世界许多地区的主食，也是世界许多粮食储备的组成部分。",""
"cargo_description_wheat","小麦是最早驯化的谷物之一，它是在新石器时代革命开始时种植的。 从小麦谷物中获得的面粉用于烘焙面包、制作面食和糖果产品。",""
"cargo_description_ration","包装在密封容器中并经过灭菌处理的食品，用于在无法烹饪热食的条件下提供营养。",""
"cargo_description_biowaste","在其生产、加工、使用或储存过程中全部或部分失去其原始消费特性的食品。",""
"cargo_description_liquid_fuel","用于化学引擎和简单发电机。",""
"cargo_description_nuclear_fuel","由超铀元素制成。用于核反应堆和核喷气燃料的生产",""
"cargo_description_fusion_fuel","由氦-3和氘生产。用于热核反应堆和生产热核推进燃料",""
"cargo_description_steel","铁与碳的合金。 已知最早的标本是在安纳托利亚（土耳其）的挖掘过程中发现的。 他们大约有3800年的历史。 具有极高弹性性能的钢广泛应用于机器和仪器工程。",""
"cargo_description_ceramics","由粘土或其混合物与矿物添加剂在高温的影响下与随后的冷却制成的材料。 陶瓷被用作工业（机械工程、仪器仪表、航空工业、建筑、半导体工业等）的材料。",""
"cargo_description_polymer","聚合物由大量相同结构的重复链节组成。 聚合物的名称是由具有前缀poly-的单体的名称形成的：聚乙烯、聚丙烯等。 橡胶、纤维、塑料、薄膜和油漆涂料均由聚合物制成。",""
"cargo_description_optics","在可见或近范围内转换电磁辐射的材料由聚合物制成。 光束的转变是由于光的折射和反射，其衍射、吸收和光强的放大而发生的。",""
"cargo_description_electronics","电子设备和器材，其操作基于带电粒子（电子）在真空、气体或固体晶体中的浓度和运动以及其他物理现象的变化。",""
"cargo_description_components","实心零件，可允许您从中组装不同复杂性的机械系统和结构。",""
"cargo_description_cable","一种用于将电磁能或信号从一个物体传输到另一个物体的装置。该设计由一根或多根相互绝缘的导体组成。",""
"cargo_description_led","使用发光二极管作为发射器的照明装置。",""
"cargo_description_servo","将电能转化为机械能的机器。",""
"cargo_description_composite","一种更先进的复合材料。",""
"cargo_description_heat_resistant","用于推进系统、小型反应堆以及船体的耐热材料。",""
"cargo_description_solar_cells","将光子能量转换为电能的电子设备。",""
"cargo_description_decor_plants","种植用于装饰花园、公园、娱乐广场或办公室、工业和住宅场所的植物。",""
"cargo_parameters","单件重量: {weight} 千克
单件体积: {volume} 立方米",""
"cargo_liquid","液体或气体",""
"cargo_composition","成分：",""
"build_button_tooltip_production","最大日产量：",""
"build_button_tooltip_staff","人员需求：",""
"contract_cancel","终止",""
"cancel_contract_text","终止合同将使与{nation}的关系恶化{down_loyalty}。确定终止合同吗？",""
"cancel_contract_caption","合同已终止",""
"planet_description_mercury","太阳系中离太阳最近且最小的行星。绕太阳公转的周期是所有行星中最短的。由于水星几乎没有大气层，其表面温度的变化比任何其他行星都要剧烈。",""
"planet_description_venus","在所有太阳系行星中自转周期最长，且自转方向与大多数行星相反。其表面大气压力是地球的92倍。金星是太阳系中最热的行星。",""
"planet_description_earth","目前人类已知的唯一有生命存在的太阳系天体。地球表面约70%被世界海洋覆盖。液态水是所有已知生命形式所必需的，但目前除地球外，太阳系中其他已知行星和矮行星表面均不存在液态水。",""
"planet_description_moon","地球唯一的天然卫星。月球是人类第一个登陆的地外天体。",""
"planet_description_mars","类地行星，大气稀薄。火星的自转周期和季节变化与地球类似，但其气候比地球寒冷和干燥得多。",""
"planet_description_jupiter","气态巨行星。太阳系中最大的行星：木星的质量是太阳系中其他所有行星质量总和的2.5倍。木星的自转速度比太阳系中任何其他行星都快。它释放的能量明显多于从太阳接收的能量，并且是太阳系中（仅次于太阳的）最强无线电波源。",""
"planet_description_io","太阳系中密度最大的卫星。轨道偏心导致的潮汐加热使其成为太阳系中地质活动最活跃的卫星，拥有数百座火山和广阔的熔岩流。",""
"planet_description_europa","伽利略卫星中最小的一个。欧罗巴被一层10-30千米厚的平滑冰壳覆盖，冰壳下可能存在液态水海洋，其中可能有生命存在。",""
"planet_description_ganymede","太阳系中最大的卫星。其直径比水星大8%。盖尼米得是太阳系中唯一拥有自身磁层的卫星。",""
"planet_description_callisto","卡利斯托受木星磁层的影响较小，因为它距离木星较远。",""
"planet_description_saturn","气态巨行星。土星拥有显著的环系统，主要由冰颗粒组成。它是太阳系中唯一平均密度小于水的行星。土星是唯一赤道自转速度大于轨道公转速度的行星。土星的磁层规模仅次于木星。",""
"planet_description_enceladus","反射的太阳光比太阳系中任何其他天体都多。土星引力对卫星的潮汐加热确保了其冰壳下液态水的存在。恩克拉多斯地质活动活跃——其冰火山喷发的冰粒喷泉高达数百千米。恩克拉多斯是太阳系中最有可能存在外星生命的地方。",""
"planet_description_titan","它是太阳系中除地球外唯一在表面存在液态物质的天体，也是唯一拥有稠密大气层的行星卫星。土卫六比水星大，但质量小于水星。其质量占土星所有卫星总质量的95%。土卫六的表面由水冰构成，并覆盖着甲烷-乙烷湖泊与河流。其大气层中漂浮着甲烷云，并降下甲烷雨。与地球一样，土卫六也有四季变化。",""
"planet_description_uranus","冰巨星。天王星是太阳系中最冷的行星。和太阳系中的气态巨行星一样，天王星拥有环系统和磁层。其自转轴相对于绕太阳公转的轨道平面“侧躺”。",""
"planet_description_neptune","冰巨星。太阳系中离太阳最远的行星。海王星大气中的风力是太阳系行星中最强的。和天王星一样，海王星也有磁层。",""
"planet_description_triton","海王星最大的卫星（占海王星所有卫星总质量的99%），也是太阳系中唯一逆行轨道运行的大型卫星。特里同是太阳系中少数地质活动活跃的卫星之一。其众多的低温火山喷发氮气。特里同是太阳系中已知地质活动活跃的天体中最冷的一个。",""
"char_nowork","失业",""
"state_nowork","需要指派人员工作:
{nowork}",""
"event_nowork","并非所有员工都被分配工作。",""
"delete","删除",""
"state_self_diagnosis","游戏的自我诊断程序发现了异常，这或许并不会影响游戏的进程，但如果你愿意提供相关诊断文件给我，我将乐意分析诊断文件并排除Bug，我的邮箱： acmain@gmail.com",""
"state_no_staff","站点没有任何员工！尝试从最近的太空港雇佣或从其他殖民地派遣人员。",""
"immigration_fractions_text","你只能从这个行星上拥有太空港的国家雇用人员。 要从其他国家转移人员，你需要在这个行星附近和地球轨道上的空间站。",""
"trade_fractions_text","您只能与在该行星上拥有太空港的国家进行贸易。要与其他国家进行贸易，您需要在行星附近和地球轨道上的轨道站。",""
"place_description_gateway","需要建设一个气闸舱来使人员往返于建筑内部和行星表面，一个气闸舱必须包含连接外部环境的门和连接建筑内部的两扇门。",""
"place_description_hallway","走廊用于将房间相互连接，以及作为殖民者临时停留的地方。",""
"place_description_apartment","供一名殖民者居住和睡觉的地方",""
"place_description_workshop","生产设施中安装了各种资源的加工和生产设备，以及氧气再生器",""
"place_description_russian_cuisine","为喜欢俄罗斯美食的宇航员们准备的咖啡馆。",""
"place_description_american_cuisine","专为喜欢美国美食的宇航员设计的咖啡馆。",""
"place_description_chinese_cuisine","一家为喜欢中国料理的宇航员们准备的咖啡馆。",""
"place_description_european_cuisine","一家专为喜欢欧洲美食的宇航员设计的咖啡馆。",""
"place_description_japanese_cuisine","一家专为喜爱日本料理的宇航员设计的咖啡馆。",""
"place_description_indian_cuisine","一家专为喜爱印度菜的宇航员设计的咖啡馆。",""
"place_description_mine","使用专用设备开采各种矿产资源",""
"place_description_farm","一个种植植物的农场，既种植可食用植物，也种植观赏性植物。",""
"place_description_recreation","休闲区， 工作人员可以在这里休息和放松。",""
"place_description_storage","仓库 — 存放基地资源的地方。 仓库内有各种架子、箱子和容器，用于存放固体资源。 液态和气态资源储存在罐中",""
"place_description_powerplant","发电和储存电力",""
"place_description_hospital","医生为生病或受伤的殖民者提供治疗。",""
"place_description_laboratory","实验室允许研究新设备。",""
"place_description_servers","计算服务器是科学家进行科研不可或缺的。",""
"place_description_biotechnic","在生物技术设施中处理废物、制造药品和培育生物器官",""
"furniture_tooltip_cage","与墙壁或天花板相交",""
"furniture_tooltip_object","其他对象挡住了这个空间。",""
"furniture_tooltip_character","远离员工。",""
"furniture_tooltip_badRoom","不能放在这个房间里。",""
"furniture_tooltip_outdoor","移动至房间内。",""
"furniture_workshop11","用于气体燃烧和化学燃料生产的设备。",""
"furniture_workshop12","常规耐热复合材料的生产。",""
"outdoor_Compressor1","一种实验性压缩机，从行星大气中产生少量气体。",""
"outdoor_Compressor2","一种串联压缩机，从行星大气中产生中等量的气体。",""
"outdoor_Compressor3","一种工业级压缩机，从行星大气中产生最大量的气体。",""
"@hallway_chair","宇航员可以在轨道站和飞船内没有人工重力的环境中，坐在固定的座椅上。",""
"furniture_hallway24","@hallway_chair",""
"furniture_hallway25","@hallway_chair",""
"furniture_hallway26","@hallway_chair",""
"no_research","科技研究",""
"research_progress","研究进展{progress}%",""
"research_new_available","研究后可用的设备：",""
"research_not_selected","没有正在进行的研究：没有选择任何活跃的研究项目。",""
"research_done","研究完成!",""
"view_camera_speed","相机速度",""
"cargo_tooltip_have","有库存：{have}",""
"cargo_tooltip_not_have","缺货",""
"furniture_tooltip_door","远离门。",""
"character_deport","派遣",""
"deport_caption","派遣工作人员",""
"deport_text","{name} 将被驱逐出空间站。
你需要支付: {cost}
确定吗？",""
"tutorial_caption","教学",""
"tutorial_menu","目录",""
"tutorial_prev","后退",""
"tutorial_next","前进",""
"tutorial_title_format","{title}{current}/{total}",""
"tutorial_introduction_title","介绍篇",""
"tutorial_introduction0","欢迎来到Solargene！
本面板包含游戏教程。
您随时可以点击屏幕右上角的<img id=""help""/>按钮查看教程。
使用<img id=""prev""/>和<img id=""next""/>按钮翻页。
点击<img id=""next""/>进入下一页",""
"tutorial_introduction1","游戏界面由您的太空公司面板（位于屏幕左上角）和分布在屏幕边缘的按钮指示器组成。
将鼠标光标悬停在按钮指示器上会打开与之关联的面板。要固定面板在屏幕上，请点击按钮指示器。再次点击取消固定",""
"tutorial_introduction2","如果面板内容超出屏幕范围，您会看到面板侧面的滚动条，可以通过鼠标滚轮滚动内容
点击<red>此面板</>左上角的<img id=""menu""/>，选择教程的下一章",""
"tutorial_camera_title","免费镜头控制",""
"tutorial_camera0","免费镜头主要用鼠标控制：
旋转镜头 - 将鼠标移动到屏幕的边界（左、右、上或下）",""
"tutorial_camera1","要放大或缩小物体，请将鼠标指针悬停，然后旋转滚轮。",""
"tutorial_camera2","要围绕对象旋转镜头，请将鼠标悬停在鼠标上，然后按住滚轮。 按住滚轮移动鼠标会使镜头围绕选定对象旋转。",""
"tutorial_camera3","要相对于对象移动镜头而不旋转，请将鼠标指针悬停在其上并按住鼠标右键，然后移动它。",""
"tutorial_camera4","您也可以使用键盘箭头和W、A、S、D键水平移动镜头。",""
"tutorial_miniature_title","太阳系篇",""
"tutorial_miniature0","游戏开始时，您会看到一个微型太阳系模型。
默认情况下，行星和太阳被放大，轨道间距被缩小以便观察，但您可以在游戏设置中调整太阳系的显示比例",""
"tutorial_miniature1","要选择太阳系中的任意行星，请点击屏幕底部的行星按钮。
选中行星后，将打开一个面板，显示该行星的物理参数、矿产资源以及哪些国家在其表面设有太空港",""
"tutorial_miniature2","选择任何行星后，右侧会显示一个面板，在该面板中可以查看行星的物理参数、矿藏分布，以及哪些国家在该行星上建立了太空港。",""
"tutorial_colony_title","地面基地篇",""
"tutorial_colony0","对于殖民地，需要选择位于至少有一个任何国家太空港的行星或卫星（地球除外），或在其轨道上有飞船或轨道站的行星",""
"tutorial_colony1","在行星面板中点击“建立殖民地”。随后，屏幕右侧将打开所选行星位置的“天气和资源”面板，移动鼠标光标在行星表面，您会发现建立殖民地的条件因地而异",""
"tutorial_colony2","请注意，殖民地的位置会影响其矿产资源分布，并且由于行星自转，辐射和温度会随昼夜和季节变化。
赤道通常比其他地方更温暖。此外，尽量选择白天一侧且距离日落时间足够长的位置——您需要能源，而没有阳光时太阳能电池板无法发电",""
"tutorial_colony3","选择行星表面的殖民地位置并命名后，点击“前往空间站”（屏幕右侧）",""
"tutorial_colony4","现在需要选择太空梭的着陆点。点击<img id=""landing""/>（屏幕底部），然后点击“着陆平台”，选择一块平坦的区域（通常是低地）。当指针变绿时，点击鼠标左键",""
"tutorial_colony5","随着殖民地的发展，您将解锁可以放置的新设施。它们将在屏幕底部的相应类别中显示",""
"tutorial_colony6","首先需要在殖民地部署太阳能电池板——您可以在<img id=""solar_panel""/>类别（屏幕底部）中找到它们，目前只有一个选项：太阳能电池板。
但现在您没有建造太阳能电池板所需的材料。
点击太阳能电池板左下角的<img id=""buy""/>图标，所需资源将添加到购物车。
要购买建造多块太阳能电池板所需的资源，请再次点击该图标。
打开右侧的“物流”面板，点击“购买”按钮",""
"tutorial_colony7","现在等待太空梭运送所需材料。太空梭在站点之间运输货物和人员。您可以在右侧的“物流”面板中查看当前站点的预期到达和离开的太空梭数量",""
"tutorial_colony8","建造太阳能电池后，需要安装电池。电池白天充电，晚上供电。您可以在右侧的“天气和资源”面板中查看殖民地距离日出和日落的时间",""
"tutorial_colony9","电力平衡显示在右侧的“能源”面板中。此外，建筑机器人也会消耗电力，如果电力不足，它们的建造速度会大幅减慢。
在太阳落山之前，尽量多充电——再订购十块太阳能电池板的材料并建造它们",""
"tutorial_colony10","现在您可以开始建造基地建筑了。首先需要安装地面支柱<img id=""pillar""/>（屏幕底部），然后在其上方建造房间",""
"tutorial_colony11","第一个需要安装的房间是气闸室<img id=""airlock""/>并配备门。没有它，人员无法进出房间",""
"tutorial_colony12","第一个需要建造的房间是气闸<img id=""airlock""/>。
通常气闸的入口位于地表较高位置，人员无法直接进入。此时需要在气闸外侧建造人行道和楼梯<img id=""stair""/>",""
"tutorial_staff_title","工作人员篇",""
"tutorial_staff0","在雇佣员工前<red>务必订购氧气到空间站</>，否则员工将无法呼吸！",""
"tutorial_staff1","空间站人员有需求需要满足。左侧“人员”面板中的指示器会提示这些需求。您还可以通过选择单个人员（左侧）了解其具体需求",""
"tutorial_staff2","需求未满足的员工心情会下降。心情降至0%时，该员工将停止工作。提升员工心情的方法见'技能与舒适度'章节",""
"tutorial_staff3","员工抵达后，首要的任务是为他们找好住处。在游戏的初期阶段，走廊里的长凳可能就足够作为临时住宿的解决方案了。",""
"tutorial_staff4","对于大型基地大量人员的任命，最好使用适当的对话。
请单击“人事”面板（左侧）中的“分配员工”去打开该功能。
为了更方便地在整个基地安排分配人员，建议在建造基地期间将所有必要的场所分组到单独的建筑物中。",""
"tutorial_building_title","建筑篇",""
"tutorial_building0","建造房间时，您需要选择房间类型（屏幕底部）。在打开的面板中，您可以选择建筑块类型。每个房间可以用不同类型的块建造",""
"tutorial_building1","建造是通过将块相互连接完成的。相同类型的房间块（相互连接）会形成一个房间（公寓除外）。块不仅可以侧向连接，还可以上下连接，从而创建不同形状和大小的房间",""
"tutorial_building2","为了让人员能够进出房间，气闸需要安装门。此外，不同房间之间的隔墙也需要安装门以便人员通行。
点击<img id=""door""/>（屏幕底部），选择任意类型的门，然后将光标移动到需要安装的位置并点击",""
"tutorial_building3","由于房间可能很高，您可以在其中安装楼层和楼梯——在<img id=""stair""/>类别中选择相应按钮，然后点击房间中需要安装的位置",""
"tutorial_objects_title","设备篇",""
"tutorial_objects0","殖民地的设备可以安装在内部和外部场所。",""
"tutorial_objects1","安装在房间外的设备可在建造面板（屏幕底部）中找到",""
"tutorial_objects2","要在室内安装设备 - 单击房间，然后在该房间的面板（右侧）中选择所需的设备。",""
"tutorial_objects3","按住Ctrl键的同时滚动鼠标滚轮可以旋转设备",""
"tutorial_objects4","如果设备显示为绿色，则可以正常进行安装。",""
"tutorial_objects5","如果取消安装设备，点击“完成外部设备建造”或“完成内部设备布置”",""
"tutorial_production_title","生产篇",""
"tutorial_production0","一个殖民地可以生产各种资源以满足自给自足或销售的需求。为此，必须拥有相应的设备和足够的员工。",""
"tutorial_production1","在设备安装前显示的消息中，您可以查看该设备生产的产品、所需的材料以及所需人员。",""
"tutorial_production2","要将人员分配到建筑物内的设备-单击建筑，并在面板空间（右）单击'分配员工'。",""
"tutorial_production3","要将人员分配到户外设备，将鼠标光标悬停并按<img id=""staff""/>。",""
"tutorial_production4","设备可以产生几种类型的资源。 您可以在设备面板（右侧）中禁用特定资源的生产。",""
"tutorial_production5","要查看每种资源的生产和消耗统计（每日），点击右侧“仓库”面板中的“仓库参数”按钮。
您还可以在那里限制每种资源的消耗或生产",""
"tutorial_production6","如果某种资源短缺，右侧“仓库”面板中会出现<img id=""miss""/>指示器。
遇到资源短缺（或其消耗或生产受限）的设备将停止工作（采矿和农业设备除外）",""
"tutorial_production7","如果房间或设备缺乏电力，则生产将会暂停。",""
"tutorial_production8","当前机器的生产效率取决于在其上工作的人员数量及其技能",""
"tutorial_production9","您还可以通过单击“仓库”面板（右侧）<img id=""post""/>，在行星表面和轨道上的站点之间发送货物。",""
"tutorial_research_title","科研篇",""
"tutorial_research0","通过研究新技术，你可以解锁新设备、资源、提升人员能力等。",""
"tutorial_research1","要选择研究项目，点击右侧“研究”面板中的“选择研究”按钮。
之后，研究面板将显示所有选定研究的进度",""
"tutorial_research2","你可以随时更改当前进行的研究。暂停的研究进度会保存，之后可以继续",""
"tutorial_research3","研究需要工作的科学家和符合研究方向的工位。建造实验室，在其中设置不同研究方向的工作站并指派研究人员",""
"tutorial_research4","研究还需要科学设备（安装在实验室中）。右侧“研究”面板中的红色<img id=""research""/>指示器会提示需要安装额外的科学设备",""
"tutorial_research5","处理科学数据需要计算服务器（安装在服务器室中）。右侧“研究”面板中的红色<img id=""computing""/>指示器会提示需要安装额外的服务器",""
"tutorial_research6","研究团队规模越大、技能越高，工作效率越高，所需的科研设备也越多",""
"tutorial_tourism_title","旅游篇",""
"tutorial_tourism0","研究'{tourism_research}'后，太空旅游将可用",""
"tutorial_tourism1","游客来自在该行星上设有太空港的国家。
要接待游客，请在左侧“人员”面板中设置“预期游客数量”。
如果不希望接待游客，请将其设置为0",""
"tutorial_tourism2","游客在站点占用免费小屋 - 因此您需要建造和装备所需数量的小屋。",""
