"source","target","developer_comments"
"cargo_description_helium3","Stable isotope of helium. The core of helium-3 consists of two protons and one neutron.",""
"cargo_description_hydrogen","The monatomic form of hydrogen is the most common chemical element in the universe, accounting for approximately 75% of the total baryonic mass. Stars, except smaller ones, mainly consist of hydrogen plasma. The lightest element of the periodic table. It is used as fuel in recombination engines.",""
"cargo_description_oxygen","Oxygen is a part of many organic substances and is present in all living cells. It makes about 25% of all the atoms in living cells and about 65% of their total mass.",""
"cargo_description_co2","Carbon dioxide is a component necessary for photosynthesis and plant growth.",""
"cargo_description_regolith","Regolith. Solid rock that does not contain deposits of metals and other elements necessary for production.",""
"cargo_description_rareearth","Rarely seen in Earth’s crust. Rare-earth elements possess a range of similar chemical and physical properties, which is explained by the nearly identical structure of outer electronic levels of their atoms. All of them are silver-colored metals.",""
"cargo_description_iron","Natural iron is rarely found in its pure form and is usually included into iron-nickel meteorites. Iron makes up most of the Earth's core.",""
"cargo_description_non_ferrous","By physical properties and usage non-ferrous metals can be conditionally divided into heavy (copper, lead, zinc, tin, nickel) and light (aluminum, titanium, magnesium)",""
"cargo_description_noble","Due to their rarity, some metals are known as precious. Most common precious metals are gold, silver, and platinum, the other 5 are parts of the platinum group: ruthenium, rhodium, palladium, osmium, iridium.",""
"cargo_description_transuranium","Radioactive chemical elements placed after uranium in Mendeleyev’s periodic table.",""
"cargo_description_refractory","Niobium, molibden, tantalum, tungsten, and rhenium. All of them have a melting point above 2000 °C, are relatively inert and have a higher density index.",""
"cargo_description_antimatter","A substance consisting of antiparticles. When matter and antimatter interact with each other, they annihilate, which causes the creation of high-energy photons and pairs of particles and antiparticles. It is used as fuel in photonic engines and antimatter reactors.",""
"cargo_description_meat","Meat is nutritious due to its constituent full-fledged proteins containing essential amino acids and lipids, which include essential polyunsaturated fat acids. Microelements and vitamins enter the human body with meat. Extractive substances of meat improve the taste of food, stimulate appetite, enhance the secretion of digestive glands.",""
"cargo_description_fish","In terms of protein content fish is not inferior to meat and some of its species even surpass meat. Fats included in the fish, which are based on unsaturated acids, are easily absorbed by the body. In addition to that fish contains many vitamins, micro- and macroelements.",""
"cargo_description_fruits","Juicy edible fruits of plants. Fruits are an important food component for humans and many animals.",""
"cargo_description_berries","Small juicy or fleshy fruits, usually shrubby or herbaceous plants. Berries were a valuable food source for humans even before the beginning of agriculture and still remain one of the main food sources for other primates. They have been the most important seasonal food for early hunter-gatherers for millennia.",""
"cargo_description_vegetables","The edible part (for example, fruit or tuber) of some plants, as well as any solid plant food that is not grains, fruits, or berries.",""
"cargo_description_spices","Flavoring additives to food, as well as seasonings and spices, are individual parts of biological products of plant origin and their mixtures designed to improve the taste and aromatic qualities of prepared food and ready meals.",""
"cargo_description_rice","Rice is rich with carbohydrates and virtually free of protein substances. It is considered the main (national) food in countries of Southeast Asia and China.",""
"cargo_description_potato","The introduction of potatoes (first used in their wild form) was started about 9-7 thousand years ago on the territory of modern Bolivia. Today it is a staple food in many parts of the world and an integral part of many global food stocks.",""
"cargo_description_wheat","Wheat was one of the first domesticated grains: it was cultivated at the very beginning of the Neolithic revolution. The flour obtained from wheat grains is used in baking bread, making pasta and confectionery products.",""
"cargo_description_ration","Food packaged in hermetically sealed containers and sterilized, meant for consumption in case of inability to cook a hot meal.",""
"cargo_description_biowaste","Food that has lost its value partially or completely during the production, consumption, or storage.",""
"cargo_description_liquid_fuel","Used in chemical engines and simple energy generators.",""
"cargo_description_nuclear_fuel","Produced from transuranium elements. Used in nuclear reactors and for the production of nuclear jet fuel",""
"cargo_description_fusion_fuel","Produced from Helium-3 and Deuterium. Used in thermonuclear reactors and for the production of thermonuclear jet fuel",""
"cargo_description_steel","An iron-carbon alloy. Earliest known samples were discovered during excavations in Anatolia (Turkey). They are about 3,800 years old. Steel with high elastic properties is widely used in machine and instrument engineering.",""
"cargo_description_ceramics","Materials made from clays or their mixtures with mineral additives by exposure to high temperatures with subsequent cooling. Ceramics is used as a material in industry (mechanical engineering, instrumentation, aviation industry, construction, semiconductor industry, etc.).",""
"cargo_description_polymer","Polymers consist of a large number of repeating links of the same structure. Names of polymers are formed from the name of a monomer with the prefix poly-: polyethylene, polypropylene, etc. Examples are rubber, fibers, plastics, films, and paint coatings.",""
"cargo_description_optics","Materials made of polymers that convert the electromagnetic radiation into the visible or nearly-visible light. The transformation of light beams occurs due to the refraction and reflection of light, its diffraction, absorption, and amplification of light intensity.",""
"cargo_description_electronics","Electronic devices based on the change in the concentration and movement of charged particles (electrons) in the vacuum, gas, or solid crystals.",""
"cargo_description_components","Hard components used for composing mechanical structures of any complexity.",""
"cargo_description_cable","A device for transmitting the electromagnetic energy or signals from one object to another. The structure consists of one or more conductors isolated from each other.",""
"cargo_description_led","A lighting device using a LED as an emitter.",""
"cargo_description_servo","A machine in which the electrical energy is converted into the mechanical energy.",""
"cargo_description_composite","A more advanced form of composite materials.",""
"cargo_description_heat_resistant","Heat-resistant materials for propulsion systems, compact reactors and ship hulls.",""
"cargo_description_solar_cells","An electronic device that converts the energy of photons into the electrical energy.",""
"cargo_description_decor_plants","Plants grown for decoration of gardens, parks, squares, or living and industrial facilities.",""
"cargo_parameters","Mass of 1 unit: {weight} kg
Volume of 1 unit: {volume} m³",""
"cargo_liquid","Liquid or gas",""
"cargo_composition","Composition:",""
"build_button_tooltip_production","Max. produced per day:",""
"build_button_tooltip_staff","Personnel required:",""
"contract_cancel","Break",""
"cancel_contract_text","Breaking the contract will worsen relations with {nation} by {down_loyalty}. Break the contract?",""
"cancel_contract_caption","Contract termination",""
"planet_description_mercury","The closest planet to the Sun in the Solar System and the smallest of its planets. It has the shortest orbital period around the Sun of all the planets in the system. Since Mercury has almost no atmosphere, its surface temperature varies more than on any other planet.",""
"planet_description_venus","It has the longest rotational period around its axis of all the planets in the Solar System and rotates in the opposite direction to the rotation of most planets. The atmospheric pressure on the planet's surface is 92 times greater than on the surface of Earth. Venus is the hottest planet in the Solar System.",""
"planet_description_earth","The only body in the Solar System currently known to man that is inhabited by living organisms. Approximately 70% of the planet's surface is occupied by the World Ocean. Liquid water, necessary for all known life forms, does not exist on the surface of any of the known planets and planetoids in the Solar System except Earth.",""
"planet_description_moon","The only natural satellite of the Earth. The Moon is the first extraterrestrial astronomical object visited by humans.",""
"planet_description_mars","A terrestrial planet with a thin atmosphere. Mars has a rotation period and seasons similar to those of Earth, but its climate is significantly colder and drier than Earth's.",""
"planet_description_jupiter","A gas giant. The largest planet in the Solar System: Jupiter's mass is 2.5 times greater than the combined mass of all the other planets in the Solar System. Jupiter rotates faster on its axis than any other planet in the Solar System. It emits significantly more energy than it receives from the Sun and is the most powerful (after the Sun) radio source in the Solar System.",""
"planet_description_io","The densest satellite in the Solar System. Tidal heating caused by its orbital eccentricity makes Io the most geologically active moon in the Solar System, with hundreds of volcanoes and extensive lava flows.",""
"planet_description_europa","The smallest of the Galilean moons, Europa has a smooth, icy crust 10-30 km thick, beneath which lies a water ocean that could support life.",""
"planet_description_ganymede","The largest moon in the Solar System. Its diameter is 8% larger than that of Mercury. Ganymede is the only moon in the Solar System with its own magnetosphere.",""
"planet_description_callisto","Callisto is less affected by Jupiter's magnetosphere than its closer moons because it is farther away.",""
"planet_description_saturn","A gas giant, Saturn has a prominent ring system made up mostly of ice particles. The only planet in the Solar System whose average density is less than that of water. Saturn is the only planet whose axial rotation velocity at the equatorial axis is greater than its orbital rotation velocity. Saturn's magnetosphere is second in size only to Jupiter's magnetosphere.",""
"planet_description_enceladus","Reflects more sunlight than any other body in the Solar System. Tidal heating of the satellite by Saturn's gravitational influence ensures the existence of liquid water beneath its icy shell. Enceladus is geologically active - its ice volcanoes spew fountains of ice particles hundreds of kilometers high. Enceladus is the most likely site in the Solar System for the presence of extraterrestrial life.",""
"planet_description_titan","It is the only body in the Solar System besides Earth on which liquid exists on the surface, and the only satellite of a planet with a dense atmosphere. Titan is larger than the planet Mercury, although it is inferior to it in mass. Its mass is 95% of the mass of all the moons of Saturn. Titan's surface consists of water ice covered with methane-ethane lakes and rivers. Methane clouds float in its atmosphere and methane rains fall. Like Earth, Titan has seasons.",""
"planet_description_uranus","Ice giant. Uranus is the coldest planet in the solar system. Like the gas giants of the solar system, Uranus has a ring system and a magnetosphere. Its axis of rotation lies ""on its side"" relative to the plane of the planet's revolution around the Sun.",""
"planet_description_neptune","Ice giant. The planet farthest from the Sun in the solar system. The atmosphere of Neptune is home to the strongest winds of any planet in the solar system. Neptune, like Uranus, has a magnetosphere.",""
"planet_description_triton","The largest satellite of Neptune (99% of the total mass of all Neptune's satellites) and the only large satellite in the Solar System with retrograde (backward) orbital motion. Triton is one of the few geologically active satellites in the Solar System. Its numerous cryovolcanoes spew nitrogen. Triton is the coldest object in the Solar System that has geological activity.",""
"char_nowork","Unemployed",""
"state_nowork","Personnel not assigned to jobs:
{nowork}",""
"event_nowork","Not all staff have jobs assigned.",""
"delete","Delete",""
"state_self_diagnosis","Self-diagnosis of the game has revealed issues. This will not prevent you from playing, but you will help improve the game if you send me a save of the game profile on acmain@gmail.com",""
"state_no_staff","There is no staff at the station! Hire staff at the nearest spaceport or transfer from other colonies.",""
"immigration_fractions_text","You can only hire personnel from countries that have a spaceport at this planet. In order to transfer personnel from other countries you need to have a space station near this planet and in Earth orbit.",""
"trade_fractions_text","You can only trade with countries that have spaceports at this planet. In order to trade with other countries you need to have orbital stations near this planet and in Earth orbit.",""
"place_description_gateway","The airlock is necessary for moving personnel from the surface of the planet into buildings and back. Also, the airlock has to be equipped with doors from both sides.",""
"place_description_hallway","Hallways are used as connections between rooms, as well as a place of temporary residence of colonists.",""
"place_description_apartment","A place for one colonist to live and sleep",""
"place_description_workshop","Production facilities are equipped with equipment for the processing and production of various resources, as well as oxygen regenerators",""
"place_description_russian_cuisine","A cafe for astronauts who prefer the Russian quisine.",""
"place_description_american_cuisine","A cafe for astronauts who prefer the American quisine.",""
"place_description_chinese_cuisine","A cafe for astronauts who prefer the Chinese quisine.",""
"place_description_european_cuisine","A cafe for astronauts who prefer the European quisine.",""
"place_description_japanese_cuisine","A cafe for astronauts who prefer the Japanese quisine.",""
"place_description_indian_cuisine","A cafe for astronauts who prefer the Indian quisine.",""
"place_description_mine","Specialized equipment is used for the extraction of various minerals",""
"place_description_farm","A farm for growing plants, both edible and decorative.",""
"place_description_recreation","A recreation area. Staff spend their free time here.",""
"place_description_storage","Storage - a place where the resources of the colony are stored. Storage rooms contain various racks, boxes and containers in which solid resources are stored. Liquid and gaseous resources are stored in tanks",""
"place_description_powerplant","Power generation and storage",""
"place_description_hospital","Doctors provide treatment to sick or injured colonists.",""
"place_description_laboratory","Laboratories allow researching new equipment.",""
"place_description_servers","Computer servers are necessary for scientific research.",""
"place_description_biotechnic","In biotechnical premises, waste is processed, medicines are made and biological organs are grown",""
"furniture_tooltip_cage","An intersection with walls or a low ceiling",""
"furniture_tooltip_object","Other objects are blocking the space.",""
"furniture_tooltip_character","Move away from the character.",""
"furniture_tooltip_badRoom","Can’t be placed in this room.",""
"furniture_tooltip_outdoor","Move into the room.",""
"furniture_workshop11","A gas combustion and chemical fuel production plant.",""
"furniture_workshop12","Production of conventional and heat-resistant composites.",""
"outdoor_Compressor1","An experimental compressor produces a small amount of gases from the atmosphere of the planet.",""
"outdoor_Compressor2","A serial compressor produces an average amount of gases from the atmosphere of the planet.",""
"outdoor_Compressor3","An industrial compressor produces the greatest amount of gases from the atmosphere of the planet.",""
"@hallway_chair","Astronauts can sit in stationary sections on chairs in orbital stations and ships (without artificial gravity).",""
"furniture_hallway24","@hallway_chair",""
"furniture_hallway25","@hallway_chair",""
"furniture_hallway26","@hallway_chair",""
"no_research","Select research",""
"research_progress","Research {progress}%",""
"research_new_available","Equipment available after the research:",""
"research_not_selected","No research is being conducted: no active research has been selected.",""
"research_done","Research completed!",""
"view_camera_speed","Camera speed",""
"cargo_tooltip_have","In stock: {have}",""
"cargo_tooltip_not_have","Out of stock",""
"furniture_tooltip_door","Move away from the door.",""
"character_deport","Dismissed",""
"deport_caption","Dismiss a staff member",""
"deport_text","{name} will be dismissed from the station.
You will need to pay: {cost}
Are you sure?",""
"tutorial_caption","Tutorial",""
"tutorial_menu","Table of contents",""
"tutorial_prev","Previous",""
"tutorial_next","Next",""
"tutorial_title_format","{title} {current}/{total}",""
"tutorial_introduction_title","Introduction",""
"tutorial_introduction0","Welcome to Solargene!
This panel contains the game tutorial.
You can always see it by clicking on the <img id=""help""/> button in the upper right corner of the screen.
To turn the pages of the tutorial, use the <img id=""prev""/>, <img id=""next""/> buttons
Click <img id=""next""/> to go to the next page",""
"tutorial_introduction1","The game interface is represented by the panel of your space company (in the upper left corner of the screen) and indicator buttons located around the perimeter of the screen.
When you hover the mouse cursor over the indicator button, the panel associated with it opens. To fix the panel on the screen, you need to click on the indicator button. Clicking again cancels the fixation of the panel",""
"tutorial_introduction2","If the contents of the panel do not fit on the screen, you will see a scroll bar on the side of the panel and you will be able to scroll its contents mouse wheel
Click <img id=""menu""/> in the upper left corner <red>of this panel</> and select the next chapter of the tutorial",""
"tutorial_camera_title","Free Camera Control",""
"tutorial_camera0","The free camera is controlled mainly with the mouse:
to rotate the camera - move the mouse to the border of the screen (left, right, top or bottom)",""
"tutorial_camera1","In order to zoom the camera to or from the object hover the mouse over it and scroll the mouse wheel.",""
"tutorial_camera2","In order to rotate the camera around the object hover the mouse over it, then hold the wheel. Moving the mouse with the wheel held will cause the camera to rotate around the selected object.",""
"tutorial_camera3","In order to move the camera in relation to the object without rotation hover the mouse over it and hold the right mouse button, then move the mouse.",""
"tutorial_camera4","You can also move the camera horizontally using keyboard arrows and W,A,S,D keys.",""
"tutorial_miniature_title","Solar System",""
"tutorial_miniature0","At the beginning of the game, you see a miniature model of the solar system.
By default, the planets and the sun are enlarged, and the orbital gradation is reduced for clarity, but you can change the scale of the solar system in the game settings",""
"tutorial_miniature1","To select any of the planets in the solar system, click on the button in the form of this planet at the bottom of the screen.
After selecting a planet, a panel will open in which you can see the physical parameters of the planet, as well as mineral deposits and which countries have spaceports on its surface",""
"tutorial_miniature2","Selecting any planet will bring up the panel to the right side of it that displays physical parameters of the planet, as well as mineral deposits and countries that have established spaceports on this planet.",""
"tutorial_colony_title","Colonies on the surface",""
"tutorial_colony0","For a colony, you need to select a planet or satellite (except Earth) on which at least one spaceport of any nation is located, or in orbit of which there is a ship or orbital station",""
"tutorial_colony1","In the planet panel, click the 'Found a colony' button. After that, the 'Weather and Resources' panel for the selected location on the planet will open on the right side of the screen. By moving the mouse cursor over the surface of the planet, you will see that the conditions for founding a colony are different",""
"tutorial_colony2","Please note that depending on the location of the colony, it will have different mineral deposits, and radiation and temperature will change during the day and during the year due to the rotation of the planet.
The equator is usually warmer than other places on the planet. Also try to choose a place on the dayside with enough time before sunset - you will need energy, and without the sun, solar panels will not be able to generate it",""
"tutorial_colony3","After you have selected a location for the colony on the surface of the planet, as well as its name, click 'Go to station' (on the right side of the screen)",""
"tutorial_colony4","Now you need to choose a place to land the shuttles. Click <img id=""landing""/> (at the bottom of the screen) and then the 'Landing pad' button, and select a flat area without a slope (usually lowlands). As soon as the pointer turns green, press the left mouse button",""
"tutorial_colony5","As the colony develops, new objects will open up for you to place in it. All of them will be presented in the corresponding categories at the bottom of the screen",""
"tutorial_colony6","First of all, you need to deploy solar panels in the colony - you can see them in the <img id=""solar_panel""/> category (at the bottom of the screen) so far there is only one element - the solar panel.
But now you do not have the necessary materials to build a solar panel.
Click on the <img id=""buy""/> icon in the lower left corner of the solar panel and the necessary resources will be added to the shopping cart.
To buy the resources needed to build several solar panels, click on the icon again.
Open the 'Logistics' panel on the right side of the screen and click the 'Buy' button",""
"tutorial_colony7","Now wait for the shuttle to bring the necessary materials. Shuttles transport both cargo and personnel between stations. You can see the number of shuttles expected to arrive and depart to the current station in the 'Logistics' panel (on the right)",""
"tutorial_colony8","After building the solar panels, you need to install the batteries. The batteries charge during the day and give off energy at night. You can see how much time is left until sunrise and sunset in the colony in the 'Weather and Resources' panel (on the right)",""
"tutorial_colony9","The power balance is displayed in the 'Power' panel (on the right), construction bots also consume electricity, if there is not enough electricity, they will slow down the construction significantly.
Before the sun goes down, you need to charge your batteries more - order materials for ten more solar panels and build them",""
"tutorial_colony10","Now you are ready to move on to building the base buildings. First, you need to install supports in the ground <img id=""pillar""/> (at the bottom of the screen) and then you can build rooms on top of them",""
"tutorial_colony11","The first room you need to install is an airlock <img id=""airlock""/> and equip it with doors. Without it, the staff will not be able to move inside the rooms or go outside",""
"tutorial_colony12","The first room that needs to be installed is the airlock <img id=""airlock""/>.
Usually, the entrance to the airlock is located high above the surface and personnel will not be able to get inside. In this case, you need to build walkways and stairs from the outside door <img id=""stair""/>",""
"tutorial_staff_title","Staff",""
"tutorial_staff0","Before hiring staff <red>make sure to order oxygen for the station</>, otherwise your staff will have nothing to breathe!",""
"tutorial_staff1","Your station staff has needs - which must be met. This is indicated by the indicators in the 'Staff' panel (on the left of the screen). You can also find out what a particular character needs by selecting him (on the left of the screen)",""
"tutorial_staff2","Staff with unmet needs have their mood reduced. When the mood drops to 0%, this character will not work. Increasing the staff's mood is described in the chapter 'Skills and Comfort'",""
"tutorial_staff3","The first thing to do after employee's arrival is to find a place for them. For the beginning of the game benches in hallways might be enough.",""
"tutorial_staff4","For assigning large numbers of staff in large colonies, it's best to use the appropriate dialog.
To access it, click 'Assign Staff' in the 'Personnel' panel (on the left).
For a more convenient distribution of personnel throughout the colony, it is recommended to group all the necessary premises into separate buildings during the construction of the colony.",""
"tutorial_building_title","Construction",""
"tutorial_building0","To build rooms, you need to select the type of room (at the bottom of the screen). After that, in the panel that opens, you can select the type of building block. Each room can be built with blocks of different types",""
"tutorial_building1","Construction is done by adding blocks to each other. Blocks of the same type of premises (added to each other) form one room (with the exception of apartments). Moreover, you can attach blocks not only to the side but also to the top and bottom, which allows you to create rooms of various shapes and sizes",""
"tutorial_building2","To allow personnel to move inside or outside the rooms, the gateway must be equipped with doors. Doors must also be installed in the interior walls between different rooms for personnel to pass through.
To do this, click <img id=""door""/> (at the bottom of the screen) and select any type of door. After that, move the mouse cursor and click on the place where you want to install it",""
"tutorial_building3","Since the rooms can be very high, you can install interfloor ceilings and stairs in them - to do this, select the appropriate button in the <img id=""stair""/> category, and then click on the place in the room where you want to install them",""
"tutorial_objects_title","Equipment",""
"tutorial_objects0","Equipment in the colony can be installed both inside and outside the premises.",""
"tutorial_objects1","Equipment installed outside the premises is available in the construction panels (at the bottom of the screen)",""
"tutorial_objects2","In order to install the equipment inside the premises click the desired room, then select the equipment in the right panel.",""
"tutorial_objects3","The equipment is rotated using the mouse wheel while holding down the Ctrl key",""
"tutorial_objects4","Equipment can be installed if it is highlighted with green.",""
"tutorial_objects5","If you change your mind about installing equipment, click 'Finish construction' for external equipment or 'Finish arrangement' for internal equipment",""
"tutorial_production_title","Production",""
"tutorial_production0","A colony can produce a variety of resources for self-sufficiency or sale. In order to do this you shall have the appropriate equipment and the staff.",""
"tutorial_production1","You can see what is produced with the equipment, as well as what materials and the staff are required, in the message appearing before its installation.",""
"tutorial_production2","In order to assign personnel to the equipment inside buildings click on the premises and press 'Assign Staff' in the right panel.",""
"tutorial_production3","In order to assign personnel to the outdoors equipment hover the mouse over it and click <img id=""staff""/>.",""
"tutorial_production4","Equipment can produce several types of resources. You can disable the production of a particular resource in the equipment panel (to the right).",""
"tutorial_production5","To see the statistics of production and consumption of each resource (per day) for each type of machine in the colony, click the 'Warehouse parameters' button in the 'Warehouse' panel (on the right).
There you can also limit the consumption or production of each resource separately for each type of machine",""
"tutorial_production6","If there is a shortage of any resource for production, the <img id=""miss""/> indicator will appear in the 'Warehouse' panel (on the right).
Equipment that encounters a shortage of resources in operation (as well as with a limitation on its consumption or production) will stop working (with the exception of mining and farming equipment)",""
"tutorial_production7","Production will not be performed if you lack the electricity.",""
"tutorial_production8","The current productivity of the machine depends on the number of personnel working on it and their skills",""
"tutorial_production9","You can also send goods between stations on the surface and on the orbit of the planet by clicking 'Warehouse' (right) <img id=""post""/>.",""
"tutorial_research_title","Research",""
"tutorial_research0","By researching new technologies, you unlock new equipment, resources, improve staff abilities, etc.",""
"tutorial_research1","To select the research you want to perform, click the 'Select Research' button in the 'Research' panel (on the right).
After that, the research panel will show the progress of all selected research",""
"tutorial_research2","You can change at any time which research is currently running and which is not. Progress on stopped research will be saved and you can continue it later,",""
"tutorial_research3","For research you will need working scientists and jobs corresponding to the direction of research. Build laboratories, install jobs in them for different areas of research and assign researchers to them,",""
"tutorial_research4","You will also need scientific equipment for research (it is installed in laboratories). The need to install additional scientific equipment is indicated by the red indicator <img id=""research""/> in the 'Research' panel (on the right)",""
"tutorial_research5","To process scientific data, you will need computing servers (they are installed in server rooms). The need to install additional servers is indicated by the red indicator <img id=""computing""/> in the 'Research' panel (on the right)",""
"tutorial_research6","The larger the group of researchers, the higher their skills, the more efficiently they work, and the more scientific and research equipment they need",""
"tutorial_tourism_title","Tourism",""
"tutorial_tourism0","After researching '{tourism_research}', space tourism will be available to you",""
"tutorial_tourism1","Tourists arrive from those nations that have spaceports on this planet.
To receive tourists, set the Expected number of tourists in the 'Staff' panel (on the left).
If you do not want to accept them, set it to 0",""
"tutorial_tourism2","Tourists occupy vacant cabins at the station, which means you will have to build and equip the required number of cabins.",""
"tutorial_tourism3","Tourists also prefer a variety of food, so you might want to build several cafes.",""
"tutorial_tourism4","When leaving, tourists will rate your station depending on their satisfaction. You can see the tourist rating in the 'Staff' panel (on the left). The higher the rating, the more tourists will visit the station",""
"tutorial_tourism5","To attract more tourists, you can run an advertising campaign in your colony by clicking the corresponding button in the 'Staff' panel (on the left)",""
"tutorial_tourism6","You can temporarily improve relations with a country by running an advertising campaign (found in the country panel).",""
"tutorial_stations_title","Orbital stations",""
"tutorial_stations0","Orbital stations are necessary for communication between colonies on different planets (sending personnel and cargo). In addition to that they can be used as spaceships and sent to planets that have not been colonized yet.",""
"tutorial_stations1","Orbital stations, like ground colonies, can have personnel, production and conduct research, but cannot accept tourists",""
"tutorial_stations2","To create an orbital station, select a planet on which at least one spaceport is located. In the planet panel, click the 'Put station into orbit' button",""
"tutorial_stations3","The transition to the station is the same as the transition to the ground colony - by clicking the 'Go to station' button (on the right side of the screen)",""
"tutorial_stations4","The peculiarity of building a station is that it consists of stationary sections <img id=""section""/>, in which there is no gravity, rotating sections <img id=""whell""/> - in which gravity is provided by rotation around the axis of the station and segments of the axis <img id=""axis""/> connecting them together. To build these parts, they must be selected in the orbital station construction panel <img id=""station_build""/> (at the bottom of the screen)",""
"tutorial_stations5","In the stationary sections of the station, it is not recommended to build rooms in which personnel can live and work - the lack of gravity will lead to space sickness. But they are excellent for installing tanks, batteries, solar panels, engines and docking docks for shuttles,",""
"tutorial_stations6","Rotating sections create a gravity force that is comfortable for personnel and does not lead to space sickness, so they are better suited for living spaces and workplaces,",""
"tutorial_stations7","By default, station section rotation is disabled, since this affects game performance (but does not affect gameplay). You can adjust the rotation speed of the station sections in the game settings",""
"tutorial_fly_title","Interplanetary flights",""
"tutorial_fly0","In order to create an interplanetary ship you can convert an existing orbital station into it or build a new one.",""
"tutorial_fly1","Unlike orbital stations, a ship has engines <img id=""engine""/> and thrusters <img id=""thruster""/>. Different types of engines cannot be installed on a ship at the same time.",""
"tutorial_fly2","After installing the engines, you will have access to the 'Spaceship' panel (on the right). It displays the characteristics of the ship and controls the flight",""
"tutorial_fly3","Fuel weight depends on the type of engines installed. Different types of engines require different fuels.",""
"tutorial_fly4","ΔV' stands for the characteristic speed, a value that determines how much you can change the speed and position of your ship in space. This is the main parameter that has to be taken into account in case of interplanetary flights. A large value of ΔV will allow you reaching distant planets faster. It depends on the type of engines and the mass ratio. The more powerful the engines and the greater the fuel reserve and the smaller the mass of the ship and cargo, the higher ΔV.",""
"tutorial_fly5","Thrust is the force with which engines propel the ship. It determines the duration of activity frames and depends on the type of installed engines, their number, and the total mass of the ship.",""
"tutorial_fly6","After completing the construction and loading fuel onto the ship, you can set the destination in the 'Flight' dropdown menu on the 'Spaceship' panel.
If you plan to fly to an asteroid, select the asteroid belt in the list, then click on the asteroid on the screen.
Note that flight planning is only possible when in the solar system view.",""
"tutorial_fly7","Flight planning is carried out by two sliders: 'Departure date' and 'Fuel consumption'. The optimal flight trajectory is automatically calculated by the computer.",""
"tutorial_fly8","By changing the departure date you can choose a more convenient departure frame when, for instance, planets get closer to each other and thus the flight takes less time.",""
"tutorial_fly9","Increasing the fuel consumption shortens the flight duration and vice versa.",""
"tutorial_fly10","If you have enough fuel for the flight, click 'Accept'. Once it is done, the ship will automatically depart following the selected program. You can cancel the flight at any time before departure by clicking 'Cancel'.",""
"tutorial_fly11","Please note that the scale of ships and planets when viewing the Solar System can differ greatly from the real ones (due to the huge distances in space - in the game, by default, ships and planets are greatly enlarged, otherwise they simply will not be visible), so during the flight it may seem that the ship collides with planets. You can change the scale in the game settings",""
"tutorial_fly12","You can't send personnel and cargo to and from the ship in flight. Provide the ship with everything you need in advance. After completion of the flight you will be able to build a colony and send personnel and cargo by ship.",""
"tutorial_fly13","You can also perform flights to asteroids by clicking them while choosing a destination. If no asteroids are visible, adjust visibility in the View panel/'Scale' (left) to reduce the scale of planets.",""
"menu_earlyAccess","Early Access",""
"early_access_text","Thank you for supporting Solargene in the Early Access!

The game is in active development, so you can take part in its improvement by sending me:
1. the information about critical errors and errors in the game logic;
2. the information about localization errors;
3. suggestions regarding the balance and game mechanics;
4. everything that you consider necessary to tell me about the game.

discord: acprog#2519
email: acmain@gmail.com

Good luck!",""
"early_access_caption","Greetings!",""
"audio_settings","Sound settings",""
"audio_settings_total_volume","Overall volume",""
"audio_settings_music_volume","Music volume",""
"audio_settings_sfx_volume","Effects volume",""
"audio_settings_ui_volume","Interface volume",""
"video_brightness","Brightness",""
"event_dead","Astronauts died",""
"state_dead","Cosmonauts died in the colony. Click for details",""
"ice","Ice",""
"cargo_description_ice","Mainly consists of frozen water with various impurities",""
"furniture_workshop13","Ice melter",""
"furniture_workshop14","Production of composites",""
"furniture_workshop15","Small electric arc furnace",""
"furniture_workshop16","Medium electric arc furnace",""
"furniture_workshop17","Large electric arc furnace",""
"furniture_workshop18","Small ceramic oven",""
"furniture_workshop19","Medium ceramic oven",""
"furniture_workshop20","Nuclear concentrator",""
"furniture_workshop21","Fusion fuel generator",""
"furniture_workshop22","Small gas processor",""
"furniture_workshop23","Medium gas processor",""
"furniture_workshop24","Big gas processor",""
"furniture_workshop25","Polymer production",""
"furniture_workshop26","Water electrolysis",""
"furniture_workshop27","Hydrogen burning",""
"furniture_workshop28","Hydrocarbon burning",""
"furniture_workshop29","Hydrogen fuel production",""
"furniture_workshop30","Methane fuel production",""
"contract_all_complited","All conditions are met.",""
"camera_settings","Camera",""
"camera_settings_border_rotation","Screen borders rotation",""
"camera_settings_border_rotation_tooltip","By moving the mouse to the border of the screen you can rotate the camera in this direction.",""
"camera_settings_free_camera","Free camera",""
"camera_settings_orbital_camera","Orbital camera",""
"camera_settings_speed","Speed ​​of moving the camera in the horizontal plane",""
"settings_title","Game settings",""
"settings_difficulty","Difficulty",""
"settings_easy","Beginner",""
"settings_normal","Experienced",""
"settings_easy_tooltip","Influence of positive factors on personnel and the colony is increased
Influence of negative factors on personnel and the colony is reduced
Planets are richer in minerals and they are more evenly distributed
Natural disasters are less frequent and less dangerous
Shuttles carry more cargo and faster
Cargo delivery costs are reduced
Contracts are more profitable
When dismantling items 100% of resources are returned to the warehouse",""
"settings_normal_tooltip","Normal difficulty settings",""
"camera_settings_distance","Cut-off range",""
"camera_settings_distance_tooltip","The maximum distance from the camera rooms become transparent at.",""
"video_night_brightness","Night brightness",""
