"source","target","developer_comments"
"conductor","condutor",""
"polymer","polímero",""
"cable","Fio",""
"semiconductor","semicondutor",""
"led","Lâmpada",""
"laser","Laser",""
"composite","Nanomateriais compósitos",""
"optical_fiber","Fibra Óptica",""
"anti_radiation","revestimento anti-radiação",""
"structural_optics","ótica estrutural",""
"servo","motor",""
"mechatronics","Mecatrônica",""
"heat_resistant","Materiais de construção a alta temperatura",""
"wood","Madeira",""
"decor","Decoração",""
"solar_cells","fotocélulas",""
"furniture_workshop08","na produção decorativa, é criada madeira e decoração para decoração de interiores e móveis",""
"furniture_workshop09","o separador reconfigurado permite a obtenção de água, combustível líquido e dióxido de carbono",""
"furniture_workshop10","produção de compósitos convencionais e resistentes ao calor",""
"storage_destination","→onde",""
"may_send_cargo_text","juntamente com a equipe, Você também pode encaminhar a carga. O pessoal da estação precisará de oxigênio",""
"may_send_cargo_caption","é possível encaminhar uma carga",""
"colony_edit_caption","nome da estação",""
"place_biotechnic","Biotecnologia",""
"furniture_biotechnic01","carne artificial crescente",""
"furniture_biotechnic02","carne artificial crescente",""
"furniture_biotechnic03","criação de peixes artificiais",""
"furniture_biotechnic04","criação de peixes artificiais",""
"character_states_biotechnic","trabalha em biotecnologia",""
"place_russian_cuisine","cozinha russa",""
"place_chinese_cuisine","cozinha Chinesa",""
"place_european_cuisine","cozinha Europeia",""
"place_american_cuisine","cozinha americana",""
"place_japanese_cuisine","cozinha japonesa",""
"place_indian_cuisine","cozinha indiana",""
"character_tastes","sabores",""
"state_russian_cuisine","Os colonos não têm culinária russa suficiente. Construa cafés russos, cozinhe pratos russos lá e não se esqueça de designar visitantes para eles.
Refeições prontas: {food}
Locais de armazenamento para alimentos preparados: {max_food}",""
"state_chinese_cuisine","Os colonos não têm culinária chinesa suficiente. Construa cafés chineses, cozinhe pratos chineses lá e não se esqueça de designar visitantes para eles.
Refeições prontas: {food}
Locais de armazenamento para alimentos preparados: {max_food}",""
"state_european_cuisine","Os colonos não têm cozinha europeia. Construa cafés europeus, cozinhe pratos europeus lá e não se esqueça de designar visitantes para eles.
Refeições prontas: {food}
Locais de armazenamento para alimentos preparados: {max_food}",""
"state_american_cuisine","Os colonos não têm culinária americana suficiente. Construa cafés americanos, cozinhe pratos americanos lá e não se esqueça de designar visitantes para eles.
Refeições prontas: {food}
Locais de armazenamento para alimentos preparados: {max_food}",""
"state_japanese_cuisine","Os colonos não têm culinária japonesa suficiente. Construa cafés japoneses, cozinhe pratos japoneses lá e não se esqueça de designar visitantes para eles.
Refeições prontas: {food}
Locais de armazenamento para alimentos preparados: {max_food}",""
"state_indian_cuisine","Os colonos não têm culinária indiana suficiente. Construa cafés indianos, cozinhe pratos indianos lá e não se esqueça de designar visitantes para eles.
Refeições prontas: {food}
Locais de armazenamento para alimentos preparados: {max_food}",""
"russian_food","pratos russos",""
"chinese_food","pratos chineses",""
"european_food","pratos europeus",""
"american_food","pratos americanos",""
"japanese_food","pratos japoneses",""
"indian_food","pratos indianos",""
"view_section_rotation_tooltip","A rotação das secções da estação orbital não afeta a jogabilidade, mas <red>tem um grande impacto no desempenho</>",""
"tanks_filled_caption","os tanques estão cheios",""
"tanks_filled_text","precisa de um número maior de tanques, ou jogar fora uma parte dos líquidos e gases",""
"storage_filled_caption","armazém cheio",""
"storage_filled_text","precisa de mais prateleiras e espaço de armazenamento, ou jogar fora parte da carga",""
"playtest_text","Bem-vindo ao Solargene playtest!

Peço para me enviar as seguintes informações sobre o jogo:
1. incidentes de quedas, congelamentos e outros erros críticos
2. erros na lógica do jogo
3. erros de localização
4. informações sobre o desempenho do jogo no seu computador (sua configuração, com quais configurações o jogo funciona aceitável)
5. ofertas de equilíbrio e mecânica de jogo
6. tudo o que você acha necessário para me informar sobre o jogo

discord: acprog#2519
email: acmain@gmail.com

Boa sorte!
",""
"playtest_caption","Saudações!",""
"colony_allow_tourists","número esperado de turistas",""
"colony_tourism","Turismo",""
"colony_rating","classificação",""
"place_tourist","turista",""
"character_states_move_to_tourist","anda",""
"character_states_tourist","inspecionado",""
"biowaste","Resíduos Biológicos",""
"furniture_biotechnic05","Reciclagem de resíduos orgânicos",""
"state_charge","os robôs precisam de carregamento, construa estações de carregamento para Robôs nas instalações das usinas",""
"build_tooltip_noSectionNeighboursBuildError","uma sala só pode ser anexada a uma sala de Estação existente",""
"new_player_caption","digite o nome do novo perfil",""
"savegame_already_exist_text","o perfil com esse nome já foi salvo, digite outro nome",""
"savegame_already_exist_caption","tal jogo existe",""
"load_newest_version_text","o perfil foi salvo em uma versão mais recente do jogo ({major}.{minor}.{revision}). Seu download pode causar danos ao perfil ou inoperabilidade do jogo, continuar?",""
"load_newest_version_caption","versão antiga do jogo",""
"savegame_corrupted_text","não é possível baixar o perfil do jogo: o arquivo de perfil está corrompido",""
"savegame_corrupted_caption","Erro ao carregar o perfil",""
"fractions","países e Facções",""
"fraction_russia","Rússia",""
"fraction_america","EUA",""
"fraction_china","China",""
"fraction_europe","Europa",""
"fraction_japan","Japão",""
"fraction_india","Índia",""
"launch_module_title","selecione a opção apropriada para iniciar o módulo.
A inclinação da órbita do módulo em direção à eclíptica depende do espaçoporto.
Uma inclinação maior exigiria maiores custos de combustível para vôos interplanetários",""
"buy_caption","comprar",""
"fraction_loyalty","relação",""
"fraction_humans","Funcionários e turistas: """,""
"advertising","uma""empresa de publicidade""",""
"advertising_tooltip","Campanha publicitária aumenta temporariamente a classificação turística para atrair turistas à colónia",""
"start_advertising_caption","nova empresa de publicidade",""
"start_advertising_text","Empresa de publicidade em {duration}
melhora a relação de {fraction} para {effect}
Vai custar {cost}
Conduzir uma empresa de publicidade?",""
"contract_caption","Contrato",""
"contract_prize","você recebe:",""
"contract_needs","você concorda:",""
"contract_expired","prazo de execução:",""
"contract_complited","Concluído",""
"contract_sign","concluir",""
"contract_title_receiveColonists","aceitar colonos",""
"contract_title_receiveTourists","receber turistas",""
"contract_title_postCargo","entrega de mercadorias",""
"contract_title_needResearch","fazer pesquisa",""
"contract_title_establishColony","estabelecer uma colônia",""
"contract_prize_research","{research}⚛",""
"contract_prize_money","{money}",""
"contract_needs_receiveColonists","Contratar {receive_colonists} colonos",""
"contract_needs_receiveTourists","Aceitar {receive_tourists} turistas",""
"contract_needs_postCargo","Vender {nation} em {planet}:",""
"contract_needs_needResearch","Explorar {need_research}",""
"contract_needs_establishColony","Establish a colony on {planet}
Transporte {need_colonists} colonos de {fraction}
Fornecer-lhes trabalho, alojamento e instalações de apoio",""
"contract_complited_receiveColonists","contratado por {received_colonists} colonos",""
"contract_complited_receiveTourists","aceito {received_tourists} turistas",""
"contract_complited_postCargo","fornecido:
{received_cargo}",""
"contract_complited_noPostCargo","não houve entregas",""
"contract_complited_needResearch","nenhum estudo realizado",""
"contract_complited_establishColony","Colônia não passada",""
"contract_done","Contrato cumprido!",""
"contract_fail","Contrato não cumprido!",""
"colony_give","Transferir por contrato",""
"give_colony_failCaption","não é possível transferir uma colônia",""
"give_colony_failManyFractions","a colônia emprega colonos de diferentes países (Facções)",""
"give_colony_failNoContract","{fraction} não contratou você para criar uma colônia",""
"give_colony_failShuttles","aguarde todos os ônibus voarem",""
"give_colony_failHumansCount","precisa de mais {need_humans} colonos para executar o contrato",""
"give_colony_failApartments","nem todos os colonos são fornecidos com habitação",""
"give_colony_failSpecialty","Nem todos os funcionários têm tarefas atribuídas",""
"give_colony_failWants","os colonos não devem ter necessidades não seguras",""
"give_colony_failOccupancy","não é possível transferir uma colônia se o armazém ou os tanques estiverem lotados",""
"give_colony_failEnergy","você não pode transferir para uma colônia cuja falta de eletricidade",""
"give_colony_caption","transferência de Colônia",""
"give_colony_text","a colônia transferida se tornará um espaçoporto <b>{fraction}</> neste planeta.
Você pode negociar com ela e contratar pessoal nela.
Passar {colony} de acordo com o contrato?",""
"fraction_unavailable_text","<b>{fraction}</> rompe todas as relações com você. Você não poderá mais Contratar pessoal e negociar lá, nem contratar contratos",""
"fraction_unavailable_caption","os contatos com o país estão quebrados",""
"sign_contract_text","Se cumprir a sua parte do contrato, receberá o que foi prometido no contrato e as suas relações com a {nation} melhorarão em {up_loyalty}.
O contrato pode ser rescindido a qualquer momento, mas isso irá piorar as relações com a {nation} por {down_loyalty}",""
"sign_contract_caption","contratar?",""
"game_over_text","nenhum país ou facção suporta você mais",""
"game_over_caption","Fim de jogo",""
"deficite_begin_text","devido à crise repentina, houve uma escassez de <b>{name}</>.
Você não pode comprá-lo até que a crise termine",""
"deficite_begin_caption","uma crise estourou!",""
"deficite_end_text","esforços conjuntos conseguiram superar a crise.
Agora <b> {name}</> está disponível para compra!",""
"deficite_end_caption","crise superada!",""
"build_without_humans_text","você não pode construir em uma estação sem pessoal.
Contrate pessoal ou comande-o de outra estação",""
"build_fail_caption","erro de construção",""
"build_loyalty_text","o pessoal da estação se recusa a trabalhar. Contrate novos funcionários ou comande funcionários de outra estação",""
"remove_savegame_text","o jogo {name} será removido. Tem a certeza?",""
"remove_savegame_caption","Excluir perfil",""
"room_allow_fence","permitir uma cerca",""
"room_allow_fence_tooltip","permitir que em vez de paredes internas para usar uma cerca para a sala em alguns casos",""
"state_miss_resources","A colônia não possui os seguintes recursos:",""
"space_ship","uma""nave espacial""",""
"ship_info","massa do navio = {ship_mass}kg ({ship_mass_percent})
Peso da carga = {cargo_mass}kg ({cargo_mass_percent}%)
Peso do combustível = {fuel_mass}kg ({fuel_mass_percent}%)
ΔV = {dv}km / s
Impulso = {thrust}kn",""
"route_fail_no_fuel","os motores precisam carregar combustível: <b>{fuel}</>",""
"ship_info_tooltip","ΔV depende da quantidade de combustível, razão de massa e tipo de motor
A tração é enrolada pelo tipo e número de motores de tração",""
"contract_title_ship","construir um navio",""
"contract_needs_ship","Construir um navio para {need_crew} pessoas da {fraction}.
Impulso mínimo = {need_thrust}
Reserva mínima ΔV = {need_dv}
Fornecer-lhes trabalho, alojamento e instalações de apoio",""
"contract_complited_ship","",""
"give_ship_failCaption","não é possível transferir navio",""
"give_ship_caption","entregar o navio?",""
"give_ship_failManyFractions","tripulação de navio de diferentes países (Facções)",""
"give_ship_failNoContract","{fraction} não contratou você para construir um navio",""
"give_ship_failShuttles","aguarde todos os ônibus voarem",""
"give_ship_failHumansCount","precisa de mais {need_humans} membros da tripulação para executar o contrato",""
"give_ship_failApartments","nem todos os tripulantes têm cabines",""
"give_ship_failSpecialty","nem todos os membros da tripulação recebem trabalho",""
"give_ship_failWants","a tripulação não deve ter necessidades não seguras",""
"give_ship_failOccupancy","não é possível entregar um navio com um porão ou tanques lotados",""
"give_ship_failEnergy","não é possível transferir um navio com falta de eletricidade",""
"give_ship_failThrust","o impulso dos motores é menor do que o contrato estipulado. O impulso depende do tipo de Motores e do número deles",""
"give_ship_failDv","o estoque ΔV é menor que o estipulado pelo contrato. Carregue mais combustível, reduza a carga ou forneça motores mais potentes",""
"give_ship_text","passar {colony} {fraction} de acordo com o contrato?",""
"state_construction","enquanto os bots de construção são cobrados você não pode construir e instalar objetos na estação. Se as baterias da estação não estiverem carregadas o suficiente, o carregamento dos bots levará muito tempo. Para acelerar a construção, Construa mais baterias e geradores de energia",""
"build_tooltip_constructionChargeBuildError","aguarde o carregamento dos bots de construção",""
"state_shuttles","Os autocarros estão à espera na fila para aterrar ou atracar na estação. Construa mais plataformas de aterragem ou docas de acostagem para os autocarros e certifique-se de que existe espaço livre suficiente no depósito e nos tanques para armazenar a carga. Se houver uma tempestade na colónia , os vaivéns espaciais também não poderão aterrar antes do fim do voo",""
"outdoor_Bur1","uma broca experiente extrai pequenas quantidades de fósseis sólidos",""
"outdoor_Bur2","uma broca em série extrai uma quantidade média de fósseis sólidos",""
"outdoor_Gaz1","um poço Experimental extrai pequenas quantidades de fósseis líquidos e gasosos do subsolo do planeta",""
"outdoor_Gaz2","um poço em série extrai uma quantidade média de fósseis líquidos e gasosos do subsolo do planeta",""
"outdoor_Gaz3","um poço Industrial extrai muitos fósseis líquidos e gasosos das entranhas do planeta",""
"outdoor_Wat1","uma bomba experiente extrai pequenas quantidades de líquidos da superfície do planeta",""
"outdoor_Wat2","uma bomba industrial extrai muitos líquidos da superfície do planeta",""
"planet_spaceports","espaçoporto",""
"mod_moon_colonization","Colonização lunar (simples)",""
"mod_mars_colonization","Colonização de Marte (média)",""
"mod_jupiter_colonization","colonização do sistema de Júpiter (difícil)",""
"mod_saturn_colonization","colonização do sistema de Saturno (muito difícil)",""
"create_colony_text","especifique o local na superfície do planeta (ou satélite) onde a colônia será localizada.
Os depósitos minerais dependem da localização da colônia",""
"create_colony_caption","fundação da colônia",""
"cargo_filter_minerals","Mostrar apenas minerais",""
"cargo_filter_food","Mostrar apenas comida",""
"cargo_filter_products","Mostrar apenas produtos",""
"cargo_filter_production","Mostrar apenas os recursos produzidos nesta estação.",""
"cargo_trash_text","serão lançados:
{cargo}
Alimentos descartados se tornarão resíduos biológicos",""
"cargo_trash_caption","jogue fora recursos?",""
"production_limit","restrição de produção: ",""
"production_green","produção",""
"production_red","consumo",""
"production_blue","entregas",""
"production_year","ano",""
"production_month","mês",""
"production_day","dia",""
"cargo_tooltip_production","produzido em:",""
"cargo_description_water","a água na forma líquida é essencial para todas as formas de vida que conhecemos. Nas estações espaciais, é usado para cozinhar alimentos, combustível, oxigênio, cultivo de plantas e também na produção industrial",""
"cargo_description_hydrocarbon","compostos orgânicos compostos de átomos de carbono e hidrogênio. Os hidrocarbonetos servem como a base fundamental da Química Orgânica — as moléculas de quaisquer outros compostos orgânicos são consideradas como seus derivados.",""
"cargo_description_helium3","isótopo estável do hélio. O núcleo de hélio-3 consiste em dois prótons e um nêutron",""
"cargo_description_hydrogen","a forma Monatômica do hidrogênio é a substância química mais abundante no universo, representando aproximadamente 75% de toda a massa bariônica. As estrelas, além das compactas, são compostas principalmente de plasma de hidrogênio. O mais leve dos elementos da tabela periódica. Usado como combustível em motores de recombinação",""
"cargo_description_oxygen","o oxigênio faz parte de muitas substâncias orgânicas e está presente em todas as células vivas. Pelo número de átomos nas células vivas, é cerca de 25 %, pela fração de massa-cerca de 65 %",""
"cargo_description_co2","o dióxido de carbono é um componente necessário para a fotossíntese e o crescimento de separações",""
"cargo_description_regolith","solo, solo, regolito. Rocha sólida livre de depósitos de metais e outros elementos valiosos na produção",""
"cargo_description_rareearth","são relativamente raros na crosta terrestre. Os elementos de terras raras exibem uma grande semelhança entre si de propriedades químicas e algumas físicas, o que é explicado pela estrutura quase idêntica dos níveis de elétrons externos de seus átomos. Todos eles são metais de cor branca prateada, enquanto todos têm propriedades químicas semelhantes",""
"cargo_description_iron","na natureza, o ferro raramente é encontrado em sua forma pura, na maioria das vezes — como parte de meteoritos de ferro-níquel. O ferro compõe a maior parte do núcleo terrestre.",""
"cargo_description_non_ferrous","Sobre as propriedades físicas e a nomeação de metais não ferrosos pode ser dividido em pesados (cobre, chumbo, zinco, estanho, níquel) e leves (alumínio, titânio, magnésio)",""
"cargo_description_noble","outro nome — metais preciosos-devido à sua raridade. Os principais metais nobres são ouro, prata, bem como platina e os outros 5 metais do grupo da platina — rutênio, ródio, paládio, ósmio, irídio.",""
"cargo_description_transuranium","elementos químicos radioativos localizados no sistema periódico de elementos de D. I. Mendeleev além do urânio",""
"cargo_description_refractory","Nióbio, molibdênio, tântalo, tungstênio e rênio. Todos eles têm um ponto de fusão acima de 2000 °C, são quimicamente relativamente inertes e têm um índice de densidade elevado",""
"cargo_description_antimatter","uma substância composta de antipartículas. Quando a matéria e a antimatéria interagem, elas aniquilam, enquanto fótons de alta energia ou pares de partículas antipartículas são formados. Usado como combustível em motores fotônicos e reatores antimatéria",""
"cargo_description_meat","o valor nutricional da carne é devido às suas proteínas completas que contêm aminoácidos essenciais e lipídios, que incluem ácidos graxos poliinsaturados essenciais. Com carne, microelementos e vitaminas entram no corpo humano. Extractivos de carne melhoram o sabor dos alimentos, estimulam o apetite, aumentam a secreção das glândulas digestivas",""
"cargo_description_fish","em termos de teor de proteína, o peixe não é inferior à carne, e algumas de suas espécies até superam a carne. As gorduras que compõem o peixe, que são baseadas em ácidos insaturados, são mais facilmente absorvidas pelo organismo. Além disso, o peixe contém muitas vitaminas, micro e macronutrientes.",""
"cargo_description_fruits","frutos comestíveis suculentos das plantas. As frutas são um componente importante dos alimentos humanos e de muitos animais.",""
"cargo_description_berries","pequenos frutos suculentos ou carnudos, geralmente plantas arbustivas ou herbáceas. As bagas têm sido uma fonte valiosa de alimento para os seres humanos desde antes do início da agricultura e ainda são uma das principais fontes de alimento para outros primatas. Eles têm sido um alimento sazonal crucial para os primeiros caçadores-coletores por milênios",""
"cargo_description_vegetables","parte comestível (por exemplo, fruta ou tubérculo) de algumas plantas, bem como qualquer alimento vegetal sólido que não seja cereais, frutas ou bagas",""
"cargo_description_spices","Sabor de suplementos alimentares, bem como condimentos, especiarias, temperos químicos, as partes individuais de produtos biológicos de origem vegetal e seus compostos, projetado para melhorar o gosto e as qualidades aromáticas приготавливаемых alimentos e refeições prontas.",""
"cargo_description_rice","o arroz é notável por ser rico em carboidratos e pela relativa pobreza de substâncias proteicas. É considerado o principal alimento (nacional) nos países do Sudeste Asiático e da China.",""
"cargo_description_potato","a introdução da batata na cultura (primeiro através da exploração de matas selvagens) foi iniciada cerca de 9-7 mil anos atrás no território da atual Bolívia. Hoje é um alimento básico em muitas partes do mundo e parte integrante de muitos estoques mundiais de alimentos",""
"cargo_description_wheat","o trigo foi um dos primeiros cereais domesticados, foi cultivado no início da Revolução Neolítica. A farinha derivada dos grãos de trigo é usada no cozimento de pão, na fabricação de massas e confeitos",""
"cargo_description_ration","produtos alimentares embalados em recipientes selados e esterilizados, destinados à nutrição em condições de não poderem cozinhar alimentos quentes.",""
"cargo_description_biowaste","Produtos alimentícios que perderam total ou parcialmente suas propriedades originais do consumidor em seus processos de Produção, Processamento, uso ou armazenamento.",""
"cargo_description_liquid_fuel","usado em motores químicos e geradores de energia simples",""
"cargo_description_nuclear_fuel","Produzido a partir de elementos transurânicos. Usado em reatores nucleares e para a produção de combustível de aviação nuclear",""
"cargo_description_fusion_fuel","Produzido a partir de Hélio-3 e Deutério. Utilizado em reatores termonucleares e para a produção de combustível termonuclear para a aviação",""
"cargo_description_steel","uma liga de ferro com carbono. Os primeiros espécimes conhecidos foram descobertos em escavações na Anatólia (Turquia). Eles têm cerca de 3.800 anos. Aços com propriedades elásticas muito altas são amplamente utilizados na indústria de máquinas e instrumentos",""
"cargo_description_ceramics","materiais feitos de argilas ou suas misturas com aditivos minerais sob a influência de alta temperatura, seguidos de resfriamento. A cerâmica é aplicada como material na indústria (engenharia, instrumentação, indústria da aviação, construção, indústria de semicondutores, etc. campos)",""
"cargo_description_polymer","os polímeros consistem em um grande número de unidades repetidas da mesma estrutura. Os nomes dos polímeros são formados a partir do nome do monômero com o prefixo poli -: polietileno, polipropileno, etc.","sua difração"
"cargo_description_optics","materiais que convertem a radiação eletromagnética em faixas visíveis ou próximas. A conversão de feixes de luz ocorre devido à refração e reflexão da luz",""
"cargo_description_electronics","dispositivos e instrumentos eletrônicos cuja operação é baseada em mudanças na concentração e no movimento de partículas carregadas (elétrons) no vácuo, gás ou corpos cristalinos sólidos e outros fenômenos físicos",""
"cargo_description_components","peças sólidas que permitem a montagem de sistemas mecânicos e estruturas de complexidade variável",""
"cargo_description_cable","um dispositivo para transmitir energia eletromagnética ou sinais de um objeto para outro. O projeto consiste em um ou mais condutores isolados um do outro",""
"cargo_description_led","um dispositivo de iluminação usando um LED como emissor.",""
"cargo_description_servo","uma máquina Elétrica na qual a energia elétrica é convertida em energia mecânica.",""
"cargo_description_composite","Uma forma mais avançada de materiais compostos.",""
"cargo_description_heat_resistant","Materiais resistentes ao calor para sistemas de propulsão, reactores compactos e cascos de navios.",""
"cargo_description_solar_cells","um dispositivo eletrônico que converte energia de fótons em energia elétrica",""
"cargo_description_decor_plants","plantas cultivadas para a decoração de jardins, parques, praças destinadas ao lazer, ou escritórios, instalações industriais e residenciais",""
"cargo_parameters","Peso de 1 unidade: {weight} kg
Volume de 1 unidade: {volume} m³",""
"cargo_liquid","líquido ou gás",""
"cargo_composition","composição:",""
"build_button_tooltip_production","Máx. Produzido por dia:",""
"build_button_tooltip_staff","pessoal necessário:",""
"contract_cancel","quebrar",""
"cancel_contract_text","Quebrar o contrato diminuirá a sua relação com a {nation} em {down_loyalty}. Tem a certeza de que pretende cancelar o contrato?",""
"cancel_contract_caption","quebra do contrato",""
"planet_description_mercury","O planeta mais próximo do Sol no Sistema Solar e o mais pequeno dos seus planetas. Tem o menor período orbital em torno do Sol de todos os planetas do sistema. Como Mercúrio quase não tem atmosfera, a sua temperatura à superfície varia mais do que em qualquer outro planeta.",""
"planet_description_venus","Tem o mais longo período de rotação em torno do seu eixo de todos os planetas do Sistema Solar e gira no sentido oposto ao da rotação da maioria dos planetas. A pressão atmosférica à superfície do planeta é 92 vezes maior do que à superfície da Terra. Vénus é o planeta mais quente do Sistema Solar.",""
"planet_description_earth","O único corpo no Sistema Solar atualmente conhecido pelo homem que é habitado por organismos vivos. Aproximadamente 70% da superfície do planeta é ocupada pelo Oceano Mundial. A água líquida, necessária para todas as formas de vida conhecidas, não existe à superfície de nenhum dos planetas e planetoides conhecidos no Sistema Solar, exceto a Terra.",""
"planet_description_moon","O único satélite natural da Terra. A Lua é o primeiro objeto astronómico extraterrestre visitado por humanos.",""
"planet_description_mars","Um planeta terrestre com uma atmosfera rarefeita. Marte tem um período de rotação e estações semelhantes aos da Terra, mas o seu clima é significativamente mais frio e seco do que o da Terra.",""
"planet_description_jupiter","Um gigante gasoso. O maior planeta do Sistema Solar: a massa de Júpiter é 2,5 vezes maior do que a massa combinada de todos os outros planetas do Sistema Solar. Júpiter gira mais rapidamente no seu eixo do que qualquer outro planeta do Sistema Solar. Emite significativamente mais energia do que aquela que recebe do Sol e é a fonte de rádio mais poderosa (depois do Sol) do Sistema Solar.",""
"planet_description_io","O satélite mais denso do Sistema Solar. O aquecimento das marés provocado pela sua excentricidade orbital faz de Io a lua geologicamente mais ativa do Sistema Solar, com centenas de vulcões e extensos fluxos de lava.",""
"planet_description_europa","A mais pequena das luas galileanas, Europa, possui uma crosta lisa e gelada com 10 a 30 km de espessura, sob a qual se encontra um oceano de água que poderá albergar vida.",""
"planet_description_ganymede","A maior lua do Sistema Solar. O seu diâmetro é 8% maior que o de Mercúrio. Ganimedes é a única lua do Sistema Solar com a sua própria magnetosfera.",""
"planet_description_callisto","Calisto é menos afetada pela magnetosfera de Júpiter do que as suas luas mais próximas porque está mais distante.",""
"planet_description_saturn","Um gigante gasoso, Saturno possui um sistema de anéis proeminente composto principalmente por partículas de gelo. O único planeta do Sistema Solar cuja densidade média é inferior à da água. Saturno é o único planeta cuja velocidade de rotação axial no eixo equatorial é superior à sua velocidade de rotação orbital. A magnetosfera de Saturno só perde em tamanho para a magnetosfera de Júpiter.",""
"planet_description_enceladus","Reflete mais luz solar do que qualquer outro corpo no Sistema Solar. O aquecimento do satélite por marés, causado pela influência gravitacional de Saturno, garante a existência de água líquida sob a sua camada de gelo. Encélado é geologicamente ativo — os seus vulcões de gelo expelem fontes de partículas de gelo a centenas de quilómetros de altura. Encélado é o local mais provável no Sistema Solar para a presença de vida extraterrestre.",""
"planet_description_titan","É o único corpo do Sistema Solar, para além da Terra, com líquido à superfície e o único satélite de um planeta com uma atmosfera densa. Titã é maior do que o planeta Mercúrio, embora seja inferior a este em massa. A sua massa é 95% da massa de todas as luas de Saturno. A superfície de Titã consiste em água congelada coberta por lagos e rios de metano-etano. Nuvens de metano flutuam na sua atmosfera e caem chuvas de metano. Tal como a Terra, Titã tem estações.",""
"planet_description_uranus","Gigante gelado. Urano é o planeta mais frio do sistema solar. Tal como os gigantes gasosos do sistema solar, Urano possui um sistema de anéis e uma magnetosfera. O seu eixo de rotação está ""de lado"" em relação ao plano de revolução do planeta em torno do Sol.",""
"planet_description_neptune","Gigante gelado. O planeta mais distante do Sol no sistema solar. A atmosfera de Neptuno alberga os ventos mais fortes de qualquer planeta do sistema solar. Neptuno, tal como Urano, possui uma magnetosfera.",""
"planet_description_triton","O maior satélite de Neptuno (99% da massa total de todos os satélites de Neptuno) e o único grande satélite do Sistema Solar com movimento orbital retrógrado (para trás). Tritão é um dos poucos satélites geologicamente ativos do Sistema Solar. Os seus numerosos criovulcões expelem azoto. Tritão é o objeto mais frio do Sistema Solar com atividade geológica.",""
"char_nowork","desempregado",""
"state_nowork","É necessário designar pessoal para trabalhar:
{nowork}",""
"event_nowork","nem todos os funcionários têm trabalho atribuído",""
"delete","apagar",""
"state_self_diagnosis","o autodiagnóstico do jogo revelou problemas. Isso não vai impedi-lo de jogar, mas você vai ajudar a melhorar o jogo se você me enviar para salvar o perfil do jogo em acmain@gmail.com",""
"state_no_staff","não há pessoal na estação! Contrate pessoal em um espaçoporto próximo ou comande de suas outras colônias",""
"immigration_fractions_text","você só pode contratar pessoal de países que têm espaçoportos neste planeta. Para enviar pessoal de outros países, você precisará de estações orbitais neste planeta e na órbita da Terra.",""
"trade_fractions_text","você só pode negociar com os países que têm espaçoportos neste planeta. Para negociar com outros países, você precisará de estações orbitais neste planeta e na órbita da Terra.",""
"place_description_gateway","um gateway é necessário para mover o pessoal da superfície do planeta para dentro das estruturas e vice-versa. Além disso, o gateway deve ser equipado com portas nos lados 2",""
"place_description_hallway","os corredores são usados para conectar as instalações entre si, bem como o local de residência temporária dos colonos",""
"place_description_apartment","Um lugar para um colono viver e dormir",""
"place_description_workshop","As instalações de produção estão equipadas com equipamentos para o processamento e produção de vários recursos, bem como regeneradores de oxigênio",""
"place_description_russian_cuisine","café para alimentar astronautas que preferem a culinária nacional russa",""
"place_description_american_cuisine","um café para alimentar astronautas que preferem a culinária nacional americana",""
"place_description_chinese_cuisine","um café para alimentar astronautas que preferem a culinária nacional chinesa",""
"place_description_european_cuisine","um café para alimentar astronautas que preferem a culinária nacional européia",""
"place_description_japanese_cuisine","um café para alimentar astronautas que preferem a culinária nacional japonesa",""
"place_description_indian_cuisine","um café para alimentar astronautas que preferem a culinária nacional indiana",""
"place_description_mine","O equipamento especializado é utilizado para a extração de vários minerais",""
"place_description_farm","fazenda para o cultivo de plantas - tanto para alimentos quanto para decoração de espaços",""
"place_description_recreation","área de estar. Nela, a equipe passa todo o seu tempo livre relaxando e relaxando",""
"place_description_storage","Armazenamento - um local onde os recursos da colônia são armazenados. As salas de armazenamento contêm vários racks, caixas e recipientes nos quais os recursos sólidos são armazenados. Os recursos líquidos e gasosos são armazenados em tanques",""
"place_description_powerplant","Geração e armazenamento de energia",""
"place_description_hospital","os médicos trabalham no hospital e são tratados por colonos doentes ou feridos",""
"place_description_laboratory","os laboratórios têm cientistas e instalações de pesquisa",""
"place_description_servers","servidores de computação são necessários para a pesquisa científica",""
"place_description_biotechnic","Em instalações biotécnicas, resíduos são processados, medicamentos são produzidos e órgãos biológicos são cultivados",""
"furniture_tooltip_cage","cruzamento com paredes ou teto baixo",""
"furniture_tooltip_object","interferir com outros objetos",""
"furniture_tooltip_character","afaste-se do personagem",""
"furniture_tooltip_badRoom","não pode ser colocado nesta sala",""
"furniture_tooltip_outdoor","mover para dentro da sala",""
"furniture_workshop11","unidade de combustão de gás e produção de combustíveis químicos",""
"furniture_workshop12","produção de compósitos convencionais e resistentes ao calor",""
"outdoor_Compressor1","um compressor experiente extrai pequenas quantidades de gases da atmosfera do planeta",""
"outdoor_Compressor2","um compressor Serial extrai uma quantidade média de gases da atmosfera do planeta",""
"outdoor_Compressor3","um compressor industrial extrai muitos gases da atmosfera do planeta",""
"@hallway_chair","em assentos em estações orbitais e navios, Os astronautas podem sentar-se em seções sem gravidade artificial (estacionária)",""
"furniture_hallway24","@hallway_chair",""
"furniture_hallway25","@hallway_chair",""
